도시,날짜,시간,요일,주말여부,계절,연도,월,자전거수요
london,2023-09-07,10,3,0,fall,2023,9,1133
london,2023-09-07,11,3,0,fall,2023,9,1112
london,2023-09-07,12,3,0,fall,2023,9,1280
london,2023-09-07,13,3,0,fall,2023,9,1288
london,2023-09-07,14,3,0,fall,2023,9,1243
london,2023-09-07,15,3,0,fall,2023,9,1412
london,2023-09-07,16,3,0,fall,2023,9,1897
london,2023-09-07,17,3,0,fall,2023,9,3524
london,2023-09-07,18,3,0,fall,2023,9,3595
london,2023-09-07,19,3,0,fall,2023,9,2299
london,2023-09-07,20,3,0,fall,2023,9,1529
london,2023-09-07,21,3,0,fall,2023,9,1078
london,2023-09-07,22,3,0,fall,2023,9,814
london,2023-09-07,23,3,0,fall,2023,9,591
london,2023-09-08,0,4,0,fall,2023,9,294
london,2023-09-08,1,4,0,fall,2023,9,119
london,2023-09-08,2,4,0,fall,2023,9,83
london,2023-09-08,3,4,0,fall,2023,9,47
london,2023-09-08,4,4,0,fall,2023,9,68
london,2023-09-08,5,4,0,fall,2023,9,168
london,2023-09-08,6,4,0,fall,2023,9,646
london,2023-09-08,7,4,0,fall,2023,9,1626
london,2023-09-08,8,4,0,fall,2023,9,2610
london,2023-09-08,9,4,0,fall,2023,9,1714
london,2023-09-08,10,4,0,fall,2023,9,1107
london,2023-09-08,11,4,0,fall,2023,9,1193
london,2023-09-08,12,4,0,fall,2023,9,1326
london,2023-09-08,13,4,0,fall,2023,9,1460
london,2023-09-08,14,4,0,fall,2023,9,1389
london,2023-09-08,15,4,0,fall,2023,9,1543
london,2023-09-08,16,4,0,fall,2023,9,1915
london,2023-09-08,17,4,0,fall,2023,9,2868
london,2023-09-08,18,4,0,fall,2023,9,2745
london,2023-09-08,19,4,0,fall,2023,9,1993
london,2023-09-08,20,4,0,fall,2023,9,1157
london,2023-09-08,21,4,0,fall,2023,9,862
london,2023-09-08,22,4,0,fall,2023,9,921
london,2023-09-08,23,4,0,fall,2023,9,806
london,2023-09-09,0,5,1,fall,2023,9,541
london,2023-09-09,1,5,1,fall,2023,9,387
london,2023-09-09,2,5,1,fall,2023,9,220
london,2023-09-09,3,5,1,fall,2023,9,113
london,2023-09-09,4,5,1,fall,2023,9,104
london,2023-09-09,5,5,1,fall,2023,9,130
london,2023-09-09,6,5,1,fall,2023,9,206
london,2023-09-09,7,5,1,fall,2023,9,408
london,2023-09-09,8,5,1,fall,2023,9,826
london,2023-09-09,9,5,1,fall,2023,9,1272
london,2023-09-09,10,5,1,fall,2023,9,1636
london,2023-09-09,11,5,1,fall,2023,9,1816
london,2023-09-09,12,5,1,fall,2023,9,1915
london,2023-09-09,13,5,1,fall,2023,9,1917
london,2023-09-09,14,5,1,fall,2023,9,1870
london,2023-09-09,15,5,1,fall,2023,9,1872
london,2023-09-09,16,5,1,fall,2023,9,2071
london,2023-09-09,17,5,1,fall,2023,9,1976
london,2023-09-09,18,5,1,fall,2023,9,1945
london,2023-09-09,19,5,1,fall,2023,9,1668
london,2023-09-09,20,5,1,fall,2023,9,1119
london,2023-09-09,21,5,1,fall,2023,9,970
london,2023-09-09,22,5,1,fall,2023,9,916
london,2023-09-09,23,5,1,fall,2023,9,764
london,2023-09-10,0,6,1,fall,2023,9,589
london,2023-09-10,1,6,1,fall,2023,9,445
london,2023-09-10,2,6,1,fall,2023,9,232
london,2023-09-10,3,6,1,fall,2023,9,139
london,2023-09-10,4,6,1,fall,2023,9,102
london,2023-09-10,5,6,1,fall,2023,9,88
london,2023-09-10,6,6,1,fall,2023,9,183
london,2023-09-10,7,6,1,fall,2023,9,288
london,2023-09-10,8,6,1,fall,2023,9,559
london,2023-09-10,9,6,1,fall,2023,9,971
london,2023-09-10,10,6,1,fall,2023,9,1420
london,2023-09-10,11,6,1,fall,2023,9,1640
london,2023-09-10,12,6,1,fall,2023,9,1821
london,2023-09-10,13,6,1,fall,2023,9,1905
london,2023-09-10,14,6,1,fall,2023,9,1926
london,2023-09-10,15,6,1,fall,2023,9,1850
london,2023-09-10,16,6,1,fall,2023,9,1921
london,2023-09-10,17,6,1,fall,2023,9,1843
london,2023-09-10,18,6,1,fall,2023,9,1673
london,2023-09-10,19,6,1,fall,2023,9,1463
london,2023-09-10,20,6,1,fall,2023,9,884
london,2023-09-10,21,6,1,fall,2023,9,711
london,2023-09-10,22,6,1,fall,2023,9,565
london,2023-09-10,23,6,1,fall,2023,9,327
london,2023-09-11,0,0,0,fall,2023,9,186
london,2023-09-11,1,0,0,fall,2023,9,97
london,2023-09-11,2,0,0,fall,2023,9,36
london,2023-09-11,3,0,0,fall,2023,9,39
london,2023-09-11,4,0,0,fall,2023,9,58
london,2023-09-11,5,0,0,fall,2023,9,168
london,2023-09-11,6,0,0,fall,2023,9,728
london,2023-09-11,7,0,0,fall,2023,9,2069
london,2023-09-11,8,0,0,fall,2023,9,3460
london,2023-09-11,9,0,0,fall,2023,9,1766
london,2023-09-11,10,0,0,fall,2023,9,956
london,2023-09-11,11,0,0,fall,2023,9,1013
london,2023-09-11,12,0,0,fall,2023,9,1238
london,2023-09-11,13,0,0,fall,2023,9,1207
london,2023-09-11,14,0,0,fall,2023,9,1140
london,2023-09-11,15,0,0,fall,2023,9,1318
london,2023-09-11,16,0,0,fall,2023,9,1885
london,2023-09-11,17,0,0,fall,2023,9,3390
london,2023-09-11,18,0,0,fall,2023,9,3592
london,2023-09-11,19,0,0,fall,2023,9,2178
london,2023-09-11,20,0,0,fall,2023,9,1334
london,2023-09-11,21,0,0,fall,2023,9,806
london,2023-09-11,22,0,0,fall,2023,9,567
london,2023-09-11,23,0,0,fall,2023,9,302
london,2023-09-12,0,1,0,fall,2023,9,170
london,2023-09-12,1,1,0,fall,2023,9,73
london,2023-09-12,2,1,0,fall,2023,9,50
london,2023-09-12,3,1,0,fall,2023,9,21
london,2023-09-12,4,1,0,fall,2023,9,47
london,2023-09-12,5,1,0,fall,2023,9,201
london,2023-09-12,6,1,0,fall,2023,9,916
london,2023-09-12,7,1,0,fall,2023,9,2466
london,2023-09-12,8,1,0,fall,2023,9,4054
london,2023-09-12,9,1,0,fall,2023,9,2049
london,2023-09-12,10,1,0,fall,2023,9,1157
london,2023-09-12,11,1,0,fall,2023,9,1072
london,2023-09-12,12,1,0,fall,2023,9,1146
london,2023-09-12,13,1,0,fall,2023,9,1234
london,2023-09-12,14,1,0,fall,2023,9,1145
london,2023-09-12,15,1,0,fall,2023,9,1345
london,2023-09-12,16,1,0,fall,2023,9,1797
london,2023-09-12,17,1,0,fall,2023,9,3357
london,2023-09-12,18,1,0,fall,2023,9,3033
london,2023-09-12,19,1,0,fall,2023,9,1610
london,2023-09-12,20,1,0,fall,2023,9,1184
london,2023-09-12,21,1,0,fall,2023,9,808
london,2023-09-12,22,1,0,fall,2023,9,627
london,2023-09-12,23,1,0,fall,2023,9,306
london,2023-09-13,0,2,0,fall,2023,9,151
london,2023-09-13,1,2,0,fall,2023,9,67
london,2023-09-13,2,2,0,fall,2023,9,41
london,2023-09-13,3,2,0,fall,2023,9,18
london,2023-09-13,4,2,0,fall,2023,9,46
london,2023-09-13,5,2,0,fall,2023,9,170
london,2023-09-13,6,2,0,fall,2023,9,851
london,2023-09-13,7,2,0,fall,2023,9,2335
london,2023-09-13,8,2,0,fall,2023,9,4129
london,2023-09-13,9,2,0,fall,2023,9,2039
london,2023-09-13,10,2,0,fall,2023,9,1132
london,2023-09-13,11,2,0,fall,2023,9,1139
london,2023-09-13,12,2,0,fall,2023,9,1302
london,2023-09-13,13,2,0,fall,2023,9,1245
london,2023-09-13,14,2,0,fall,2023,9,1192
london,2023-09-13,15,2,0,fall,2023,9,1407
london,2023-09-13,16,2,0,fall,2023,9,1975
london,2023-09-13,17,2,0,fall,2023,9,3657
london,2023-09-13,18,2,0,fall,2023,9,3534
london,2023-09-13,19,2,0,fall,2023,9,2170
london,2023-09-13,20,2,0,fall,2023,9,1354
london,2023-09-13,21,2,0,fall,2023,9,1015
london,2023-09-13,22,2,0,fall,2023,9,785
london,2023-09-13,23,2,0,fall,2023,9,488
london,2023-09-14,0,3,0,fall,2023,9,224
london,2023-09-14,1,3,0,fall,2023,9,86
london,2023-09-14,2,3,0,fall,2023,9,75
london,2023-09-14,3,3,0,fall,2023,9,44
london,2023-09-14,4,3,0,fall,2023,9,63
london,2023-09-14,5,3,0,fall,2023,9,190
london,2023-09-14,6,3,0,fall,2023,9,806
london,2023-09-14,7,3,0,fall,2023,9,2356
london,2023-09-14,8,3,0,fall,2023,9,4072
london,2023-09-14,9,3,0,fall,2023,9,2124
london,2023-09-14,10,3,0,fall,2023,9,1231
london,2023-09-14,11,3,0,fall,2023,9,1155
london,2023-09-14,12,3,0,fall,2023,9,1307
london,2023-09-14,13,3,0,fall,2023,9,1354
london,2023-09-14,14,3,0,fall,2023,9,1206
london,2023-09-14,15,3,0,fall,2023,9,1511
london,2023-09-14,16,3,0,fall,2023,9,2041
london,2023-09-14,17,3,0,fall,2023,9,3686
london,2023-09-14,18,3,0,fall,2023,9,3591
london,2023-09-14,19,3,0,fall,2023,9,2246
london,2023-09-14,20,3,0,fall,2023,9,1496
london,2023-09-14,21,3,0,fall,2023,9,1067
london,2023-09-14,22,3,0,fall,2023,9,934
london,2023-09-14,23,3,0,fall,2023,9,572
london,2023-09-15,0,4,0,fall,2023,9,320
london,2023-09-15,1,4,0,fall,2023,9,171
london,2023-09-15,2,4,0,fall,2023,9,84
london,2023-09-15,3,4,0,fall,2023,9,65
london,2023-09-15,4,4,0,fall,2023,9,64
london,2023-09-15,5,4,0,fall,2023,9,174
london,2023-09-15,6,4,0,fall,2023,9,637
london,2023-09-15,7,4,0,fall,2023,9,1662
london,2023-09-15,8,4,0,fall,2023,9,2826
london,2023-09-15,9,4,0,fall,2023,9,1798
london,2023-09-15,10,4,0,fall,2023,9,1223
london,2023-09-15,11,4,0,fall,2023,9,1250
london,2023-09-15,12,4,0,fall,2023,9,1514
london,2023-09-15,13,4,0,fall,2023,9,1558
london,2023-09-15,14,4,0,fall,2023,9,1483
london,2023-09-15,15,4,0,fall,2023,9,1678
london,2023-09-15,16,4,0,fall,2023,9,2182
london,2023-09-15,17,4,0,fall,2023,9,3133
london,2023-09-15,18,4,0,fall,2023,9,2980
london,2023-09-15,19,4,0,fall,2023,9,2135
london,2023-09-15,20,4,0,fall,2023,9,1329
london,2023-09-15,21,4,0,fall,2023,9,967
london,2023-09-15,22,4,0,fall,2023,9,866
london,2023-09-15,23,4,0,fall,2023,9,665
london,2023-09-16,0,5,1,fall,2023,9,516
london,2023-09-16,1,5,1,fall,2023,9,378
london,2023-09-16,2,5,1,fall,2023,9,255
london,2023-09-16,3,5,1,fall,2023,9,152
london,2023-09-16,4,5,1,fall,2023,9,97
london,2023-09-16,5,5,1,fall,2023,9,96
london,2023-09-16,6,5,1,fall,2023,9,194
london,2023-09-16,7,5,1,fall,2023,9,424
london,2023-09-16,8,5,1,fall,2023,9,865
london,2023-09-16,9,5,1,fall,2023,9,1363
london,2023-09-16,10,5,1,fall,2023,9,1757
london,2023-09-16,11,5,1,fall,2023,9,2230
london,2023-09-16,12,5,1,fall,2023,9,2332
london,2023-09-16,13,5,1,fall,2023,9,2351
london,2023-09-16,14,5,1,fall,2023,9,2380
london,2023-09-16,15,5,1,fall,2023,9,2331
london,2023-09-16,16,5,1,fall,2023,9,2335
london,2023-09-16,17,5,1,fall,2023,9,2511
london,2023-09-16,18,5,1,fall,2023,9,2184
london,2023-09-16,19,5,1,fall,2023,9,1772
london,2023-09-16,20,5,1,fall,2023,9,1113
london,2023-09-16,21,5,1,fall,2023,9,832
london,2023-09-16,22,5,1,fall,2023,9,757
london,2023-09-16,23,5,1,fall,2023,9,690
london,2023-09-17,0,6,1,fall,2023,9,521
london,2023-09-17,1,6,1,fall,2023,9,336
london,2023-09-17,2,6,1,fall,2023,9,262
london,2023-09-17,3,6,1,fall,2023,9,214
london,2023-09-17,4,6,1,fall,2023,9,105
london,2023-09-17,5,6,1,fall,2023,9,84
london,2023-09-17,6,6,1,fall,2023,9,138
london,2023-09-17,7,6,1,fall,2023,9,301
london,2023-09-17,8,6,1,fall,2023,9,542
london,2023-09-17,9,6,1,fall,2023,9,970
london,2023-09-17,10,6,1,fall,2023,9,1448
london,2023-09-17,11,6,1,fall,2023,9,1674
london,2023-09-17,12,6,1,fall,2023,9,1854
london,2023-09-17,13,6,1,fall,2023,9,1139
london,2023-09-17,14,6,1,fall,2023,9,920
london,2023-09-17,15,6,1,fall,2023,9,692
london,2023-09-17,16,6,1,fall,2023,9,1316
london,2023-09-17,17,6,1,fall,2023,9,1423
london,2023-09-17,18,6,1,fall,2023,9,1386
london,2023-09-17,19,6,1,fall,2023,9,1054
london,2023-09-17,20,6,1,fall,2023,9,666
london,2023-09-17,21,6,1,fall,2023,9,527
london,2023-09-17,22,6,1,fall,2023,9,507
london,2023-09-17,23,6,1,fall,2023,9,258
london,2023-09-18,0,0,0,fall,2023,9,100
london,2023-09-18,1,0,0,fall,2023,9,24
london,2023-09-18,2,0,0,fall,2023,9,44
london,2023-09-18,3,0,0,fall,2023,9,29
london,2023-09-18,4,0,0,fall,2023,9,49
london,2023-09-18,5,0,0,fall,2023,9,173
london,2023-09-18,6,0,0,fall,2023,9,643
london,2023-09-18,7,0,0,fall,2023,9,2047
london,2023-09-18,8,0,0,fall,2023,9,3439
london,2023-09-18,9,0,0,fall,2023,9,1751
london,2023-09-18,10,0,0,fall,2023,9,931
london,2023-09-18,11,0,0,fall,2023,9,809
london,2023-09-18,12,0,0,fall,2023,9,1018
london,2023-09-18,13,0,0,fall,2023,9,1054
london,2023-09-18,14,0,0,fall,2023,9,923
london,2023-09-18,15,0,0,fall,2023,9,1170
london,2023-09-18,16,0,0,fall,2023,9,1741
london,2023-09-18,17,0,0,fall,2023,9,3242
london,2023-09-18,18,0,0,fall,2023,9,3371
london,2023-09-18,19,0,0,fall,2023,9,1959
london,2023-09-18,20,0,0,fall,2023,9,1222
london,2023-09-18,21,0,0,fall,2023,9,788
london,2023-09-18,22,0,0,fall,2023,9,534
london,2023-09-18,23,0,0,fall,2023,9,291
london,2023-09-19,0,1,0,fall,2023,9,119
london,2023-09-19,1,1,0,fall,2023,9,77
london,2023-09-19,2,1,0,fall,2023,9,63
london,2023-09-19,3,1,0,fall,2023,9,31
london,2023-09-19,4,1,0,fall,2023,9,49
london,2023-09-19,5,1,0,fall,2023,9,205
london,2023-09-19,6,1,0,fall,2023,9,793
london,2023-09-19,7,1,0,fall,2023,9,2316
london,2023-09-19,8,1,0,fall,2023,9,4024
london,2023-09-19,9,1,0,fall,2023,9,1828
london,2023-09-19,10,1,0,fall,2023,9,1025
london,2023-09-19,11,1,0,fall,2023,9,925
london,2023-09-19,12,1,0,fall,2023,9,1082
london,2023-09-19,13,1,0,fall,2023,9,886
london,2023-09-19,14,1,0,fall,2023,9,705
london,2023-09-19,15,1,0,fall,2023,9,1078
london,2023-09-19,16,1,0,fall,2023,9,1772
london,2023-09-19,17,1,0,fall,2023,9,3413
london,2023-09-19,18,1,0,fall,2023,9,3426
london,2023-09-19,19,1,0,fall,2023,9,2043
london,2023-09-19,20,1,0,fall,2023,9,1264
london,2023-09-19,21,1,0,fall,2023,9,887
london,2023-09-19,22,1,0,fall,2023,9,679
london,2023-09-19,23,1,0,fall,2023,9,378
london,2023-09-20,0,2,0,fall,2023,9,139
london,2023-09-20,1,2,0,fall,2023,9,82
london,2023-09-20,2,2,0,fall,2023,9,51
london,2023-09-20,3,2,0,fall,2023,9,28
london,2023-09-20,4,2,0,fall,2023,9,66
london,2023-09-20,5,2,0,fall,2023,9,191
london,2023-09-20,6,2,0,fall,2023,9,697
london,2023-09-20,7,2,0,fall,2023,9,2164
london,2023-09-20,8,2,0,fall,2023,9,3936
london,2023-09-20,9,2,0,fall,2023,9,2020
london,2023-09-20,10,2,0,fall,2023,9,1154
london,2023-09-20,11,2,0,fall,2023,9,1073
london,2023-09-20,12,2,0,fall,2023,9,1129
london,2023-09-20,13,2,0,fall,2023,9,1095
london,2023-09-20,14,2,0,fall,2023,9,417
london,2023-09-20,15,2,0,fall,2023,9,376
london,2023-09-20,16,2,0,fall,2023,9,754
london,2023-09-20,17,2,0,fall,2023,9,1342
london,2023-09-20,18,2,0,fall,2023,9,1185
london,2023-09-20,19,2,0,fall,2023,9,772
london,2023-09-20,20,2,0,fall,2023,9,514
london,2023-09-20,21,2,0,fall,2023,9,352
london,2023-09-20,22,2,0,fall,2023,9,205
london,2023-09-20,23,2,0,fall,2023,9,296
london,2023-09-21,0,3,0,fall,2023,9,140
london,2023-09-21,1,3,0,fall,2023,9,82
london,2023-09-21,2,3,0,fall,2023,9,51
london,2023-09-21,3,3,0,fall,2023,9,42
london,2023-09-21,4,3,0,fall,2023,9,53
london,2023-09-21,5,3,0,fall,2023,9,170
london,2023-09-21,6,3,0,fall,2023,9,779
london,2023-09-21,7,3,0,fall,2023,9,2026
london,2023-09-21,8,3,0,fall,2023,9,3739
london,2023-09-21,9,3,0,fall,2023,9,2036
london,2023-09-21,10,3,0,fall,2023,9,1088
london,2023-09-21,11,3,0,fall,2023,9,1088
london,2023-09-21,12,3,0,fall,2023,9,1221
london,2023-09-21,13,3,0,fall,2023,9,1198
london,2023-09-21,14,3,0,fall,2023,9,613
london,2023-09-21,15,3,0,fall,2023,9,953
london,2023-09-21,16,3,0,fall,2023,9,1801
london,2023-09-21,17,3,0,fall,2023,9,2217
london,2023-09-21,18,3,0,fall,2023,9,1612
london,2023-09-21,19,3,0,fall,2023,9,1482
london,2023-09-21,20,3,0,fall,2023,9,961
london,2023-09-21,21,3,0,fall,2023,9,775
london,2023-09-21,22,3,0,fall,2023,9,656
london,2023-09-21,23,3,0,fall,2023,9,428
london,2023-09-22,0,4,0,fall,2023,9,234
london,2023-09-22,1,4,0,fall,2023,9,140
london,2023-09-22,2,4,0,fall,2023,9,88
london,2023-09-22,3,4,0,fall,2023,9,40
london,2023-09-22,4,4,0,fall,2023,9,65
london,2023-09-22,5,4,0,fall,2023,9,159
london,2023-09-22,6,4,0,fall,2023,9,638
london,2023-09-22,7,4,0,fall,2023,9,1569
london,2023-09-22,8,4,0,fall,2023,9,2568
london,2023-09-22,9,4,0,fall,2023,9,1780
london,2023-09-22,10,4,0,fall,2023,9,1216
london,2023-09-22,11,4,0,fall,2023,9,1285
london,2023-09-22,12,4,0,fall,2023,9,1446
london,2023-09-22,13,4,0,fall,2023,9,1476
london,2023-09-22,14,4,0,fall,2023,9,1474
london,2023-09-22,15,4,0,fall,2023,9,1587
london,2023-09-22,16,4,0,fall,2023,9,1559
london,2023-09-22,17,4,0,fall,2023,9,2386
london,2023-09-22,18,4,0,fall,2023,9,2481
london,2023-09-22,19,4,0,fall,2023,9,1609
london,2023-09-22,20,4,0,fall,2023,9,1086
london,2023-09-22,21,4,0,fall,2023,9,779
london,2023-09-22,22,4,0,fall,2023,9,601
london,2023-09-22,23,4,0,fall,2023,9,542
london,2023-09-23,0,5,1,fall,2023,9,451
london,2023-09-23,1,5,1,fall,2023,9,266
london,2023-09-23,2,5,1,fall,2023,9,173
london,2023-09-23,3,5,1,fall,2023,9,136
london,2023-09-23,4,5,1,fall,2023,9,86
london,2023-09-23,5,5,1,fall,2023,9,104
london,2023-09-23,6,5,1,fall,2023,9,160
london,2023-09-23,7,5,1,fall,2023,9,376
london,2023-09-23,8,5,1,fall,2023,9,735
london,2023-09-23,9,5,1,fall,2023,9,1243
london,2023-09-23,10,5,1,fall,2023,9,1492
london,2023-09-23,11,5,1,fall,2023,9,1882
london,2023-09-23,12,5,1,fall,2023,9,2094
london,2023-09-23,13,5,1,fall,2023,9,2217
london,2023-09-23,14,5,1,fall,2023,9,2128
london,2023-09-23,15,5,1,fall,2023,9,2150
london,2023-09-23,16,5,1,fall,2023,9,2105
london,2023-09-23,17,5,1,fall,2023,9,1917
london,2023-09-23,18,5,1,fall,2023,9,1708
london,2023-09-23,19,5,1,fall,2023,9,1292
london,2023-09-23,20,5,1,fall,2023,9,854
london,2023-09-23,21,5,1,fall,2023,9,650
london,2023-09-23,22,5,1,fall,2023,9,693
london,2023-09-23,23,5,1,fall,2023,9,553
london,2023-09-24,0,6,1,fall,2023,9,456
london,2023-09-24,1,6,1,fall,2023,9,305
london,2023-09-24,2,6,1,fall,2023,9,234
london,2023-09-24,3,6,1,fall,2023,9,144
london,2023-09-24,4,6,1,fall,2023,9,94
london,2023-09-24,5,6,1,fall,2023,9,73
london,2023-09-24,6,6,1,fall,2023,9,151
london,2023-09-24,7,6,1,fall,2023,9,254
london,2023-09-24,8,6,1,fall,2023,9,534
london,2023-09-24,9,6,1,fall,2023,9,913
london,2023-09-24,10,6,1,fall,2023,9,1403
london,2023-09-24,11,6,1,fall,2023,9,1728
london,2023-09-24,12,6,1,fall,2023,9,1804
london,2023-09-24,13,6,1,fall,2023,9,1892
london,2023-09-24,14,6,1,fall,2023,9,1698
london,2023-09-24,15,6,1,fall,2023,9,1698
london,2023-09-24,16,6,1,fall,2023,9,1887
london,2023-09-24,17,6,1,fall,2023,9,1708
london,2023-09-24,18,6,1,fall,2023,9,1474
london,2023-09-24,19,6,1,fall,2023,9,1047
london,2023-09-24,20,6,1,fall,2023,9,703
london,2023-09-24,21,6,1,fall,2023,9,477
london,2023-09-24,22,6,1,fall,2023,9,430
london,2023-09-24,23,6,1,fall,2023,9,271
london,2023-09-25,0,0,0,fall,2023,9,142
london,2023-09-25,1,0,0,fall,2023,9,83
london,2023-09-25,2,0,0,fall,2023,9,60
london,2023-09-25,3,0,0,fall,2023,9,44
london,2023-09-25,4,0,0,fall,2023,9,44
london,2023-09-25,5,0,0,fall,2023,9,178
london,2023-09-25,6,0,0,fall,2023,9,682
london,2023-09-25,7,0,0,fall,2023,9,2006
london,2023-09-25,8,0,0,fall,2023,9,3402
london,2023-09-25,9,0,0,fall,2023,9,1664
london,2023-09-25,10,0,0,fall,2023,9,1010
london,2023-09-25,11,0,0,fall,2023,9,980
london,2023-09-25,12,0,0,fall,2023,9,1200
london,2023-09-25,13,0,0,fall,2023,9,1199
london,2023-09-25,14,0,0,fall,2023,9,1208
london,2023-09-25,15,0,0,fall,2023,9,1419
london,2023-09-25,16,0,0,fall,2023,9,1884
london,2023-09-25,17,0,0,fall,2023,9,3579
london,2023-09-25,18,0,0,fall,2023,9,3608
london,2023-09-25,19,0,0,fall,2023,9,2154
london,2023-09-25,20,0,0,fall,2023,9,1344
london,2023-09-25,21,0,0,fall,2023,9,912
london,2023-09-25,22,0,0,fall,2023,9,602
london,2023-09-25,23,0,0,fall,2023,9,302
london,2023-09-26,0,1,0,fall,2023,9,181
london,2023-09-26,1,1,0,fall,2023,9,95
london,2023-09-26,2,1,0,fall,2023,9,38
london,2023-09-26,3,1,0,fall,2023,9,36
london,2023-09-26,4,1,0,fall,2023,9,41
london,2023-09-26,5,1,0,fall,2023,9,205
london,2023-09-26,6,1,0,fall,2023,9,877
london,2023-09-26,7,1,0,fall,2023,9,2316
london,2023-09-26,8,1,0,fall,2023,9,4079
london,2023-09-26,9,1,0,fall,2023,9,2013
london,2023-09-26,10,1,0,fall,2023,9,1138
london,2023-09-26,11,1,0,fall,2023,9,1030
london,2023-09-26,12,1,0,fall,2023,9,1148
london,2023-09-26,13,1,0,fall,2023,9,1308
london,2023-09-26,14,1,0,fall,2023,9,1186
london,2023-09-26,15,1,0,fall,2023,9,1414
london,2023-09-26,16,1,0,fall,2023,9,2086
london,2023-09-26,17,1,0,fall,2023,9,3810
london,2023-09-26,18,1,0,fall,2023,9,3781
london,2023-09-26,19,1,0,fall,2023,9,2200
london,2023-09-26,20,1,0,fall,2023,9,1433
london,2023-09-26,21,1,0,fall,2023,9,1047
london,2023-09-26,22,1,0,fall,2023,9,695
london,2023-09-26,23,1,0,fall,2023,9,392
london,2023-09-27,0,2,0,fall,2023,9,174
london,2023-09-27,1,2,0,fall,2023,9,77
london,2023-09-27,2,2,0,fall,2023,9,62
london,2023-09-27,3,2,0,fall,2023,9,15
london,2023-09-27,4,2,0,fall,2023,9,56
london,2023-09-27,5,2,0,fall,2023,9,186
london,2023-09-27,6,2,0,fall,2023,9,827
london,2023-09-27,7,2,0,fall,2023,9,2316
london,2023-09-27,8,2,0,fall,2023,9,4113
london,2023-09-27,9,2,0,fall,2023,9,2106
london,2023-09-27,10,2,0,fall,2023,9,1310
london,2023-09-27,11,2,0,fall,2023,9,1172
london,2023-09-27,12,2,0,fall,2023,9,1374
london,2023-09-27,13,2,0,fall,2023,9,1372
london,2023-09-27,14,2,0,fall,2023,9,1311
london,2023-09-27,15,2,0,fall,2023,9,1444
london,2023-09-27,16,2,0,fall,2023,9,1926
london,2023-09-27,17,2,0,fall,2023,9,3579
london,2023-09-27,18,2,0,fall,2023,9,3486
london,2023-09-27,19,2,0,fall,2023,9,2051
london,2023-09-27,20,2,0,fall,2023,9,1247
london,2023-09-27,21,2,0,fall,2023,9,1114
london,2023-09-27,22,2,0,fall,2023,9,899
london,2023-09-27,23,2,0,fall,2023,9,491
london,2023-09-28,0,3,0,fall,2023,9,221
london,2023-09-28,1,3,0,fall,2023,9,108
london,2023-09-28,2,3,0,fall,2023,9,55
london,2023-09-28,3,3,0,fall,2023,9,43
london,2023-09-28,4,3,0,fall,2023,9,57
london,2023-09-28,5,3,0,fall,2023,9,172
london,2023-09-28,6,3,0,fall,2023,9,771
london,2023-09-28,7,3,0,fall,2023,9,2245
london,2023-09-28,8,3,0,fall,2023,9,4074
london,2023-09-28,9,3,0,fall,2023,9,2112
london,2023-09-28,10,3,0,fall,2023,9,1271
london,2023-09-28,11,3,0,fall,2023,9,1135
london,2023-09-28,12,3,0,fall,2023,9,1331
london,2023-09-28,13,3,0,fall,2023,9,1367
london,2023-09-28,14,3,0,fall,2023,9,1248
london,2023-09-28,15,3,0,fall,2023,9,1374
london,2023-09-28,16,3,0,fall,2023,9,1963
london,2023-09-28,17,3,0,fall,2023,9,3369
london,2023-09-28,18,3,0,fall,2023,9,3264
london,2023-09-28,19,3,0,fall,2023,9,2054
london,2023-09-28,20,3,0,fall,2023,9,1254
london,2023-09-28,21,3,0,fall,2023,9,865
london,2023-09-28,22,3,0,fall,2023,9,718
london,2023-09-28,23,3,0,fall,2023,9,534
london,2023-09-29,0,4,0,fall,2023,9,240
london,2023-09-29,1,4,0,fall,2023,9,142
london,2023-09-29,2,4,0,fall,2023,9,76
london,2023-09-29,3,4,0,fall,2023,9,50
london,2023-09-29,4,4,0,fall,2023,9,48
london,2023-09-29,5,4,0,fall,2023,9,142
london,2023-09-29,6,4,0,fall,2023,9,549
london,2023-09-29,7,4,0,fall,2023,9,1567
london,2023-09-29,8,4,0,fall,2023,9,2730
london,2023-09-29,9,4,0,fall,2023,9,1745
london,2023-09-29,10,4,0,fall,2023,9,1161
london,2023-09-29,11,4,0,fall,2023,9,1265
london,2023-09-29,12,4,0,fall,2023,9,1488
london,2023-09-29,13,4,0,fall,2023,9,1609
london,2023-09-29,14,4,0,fall,2023,9,1531
london,2023-09-29,15,4,0,fall,2023,9,1628
london,2023-09-29,16,4,0,fall,2023,9,2064
london,2023-09-29,17,4,0,fall,2023,9,3062
london,2023-09-29,18,4,0,fall,2023,9,2830
london,2023-09-29,19,4,0,fall,2023,9,1771
london,2023-09-29,20,4,0,fall,2023,9,1129
london,2023-09-29,21,4,0,fall,2023,9,828
london,2023-09-29,22,4,0,fall,2023,9,761
london,2023-09-29,23,4,0,fall,2023,9,644
london,2023-09-30,0,5,1,fall,2023,9,486
london,2023-09-30,1,5,1,fall,2023,9,343
london,2023-09-30,2,5,1,fall,2023,9,220
london,2023-09-30,3,5,1,fall,2023,9,179
london,2023-09-30,4,5,1,fall,2023,9,147
