city,time_grain,datetime,date,hour,weekday,is_weekend,season,bike_count,temp,rain,humidity,wind,month_start
London,day,,2023-02-15,,2,0,winter,24871,,,,,2023-02-01
London,day,,2023-02-16,,3,0,winter,24088,,,,,2023-02-01
London,day,,2023-02-17,,4,0,winter,22367,,,,,2023-02-01
London,day,,2023-02-18,,5,1,winter,18355,,,,,2023-02-01
London,day,,2023-02-19,,6,1,winter,18965,,,,,2023-02-01
London,day,,2023-02-20,,0,0,winter,23165,,,,,2023-02-01
London,day,,2023-02-21,,1,0,winter,25510,,,,,2023-02-01
London,day,,2023-02-22,,2,0,winter,21078,,,,,2023-02-01
London,day,,2023-02-23,,3,0,winter,24289,,,,,2023-02-01
London,day,,2023-02-24,,4,0,winter,21715,,,,,2023-02-01
London,day,,2023-02-25,,5,1,winter,17777,,,,,2023-02-01
London,day,,2023-02-26,,6,1,winter,14359,,,,,2023-02-01
London,day,,2023-03-01,,2,0,spring,12477,,,,,2023-03-01
London,day,,2023-03-02,,3,0,spring,22473,,,,,2023-03-01
London,day,,2023-03-03,,4,0,spring,21679,,,,,2023-03-01
London,day,,2023-03-04,,5,1,spring,46330,,,,,2023-03-01
London,day,,2023-03-05,,6,1,spring,29884,,,,,2023-03-01
London,day,,2023-03-06,,0,0,spring,24946,,,,,2023-03-01
London,day,,2023-03-07,,1,0,spring,27733,,,,,2023-03-01
London,day,,2023-03-08,,2,0,spring,29822,,,,,2023-03-01
London,day,,2023-03-09,,3,0,spring,23620,,,,,2023-03-01
London,day,,2023-03-10,,4,0,spring,32327,,,,,2023-03-01
London,day,,2023-03-11,,5,1,spring,22569,,,,,2023-03-01
London,day,,2023-03-12,,6,1,spring,9821,,,,,2023-03-01
London,day,,2023-03-13,,0,0,spring,20956,,,,,2023-03-01
London,day,,2023-03-14,,1,0,spring,22545,,,,,2023-03-01
London,day,,2023-03-15,,2,0,spring,35223,,,,,2023-03-01
London,day,,2023-03-16,,3,0,spring,25355,,,,,2023-03-01
London,day,,2023-03-17,,4,0,spring,20520,,,,,2023-03-01
London,day,,2023-03-18,,5,1,spring,17431,,,,,2023-03-01
London,day,,2023-03-19,,6,1,spring,16518,,,,,2023-03-01
London,day,,2023-03-20,,0,0,spring,21503,,,,,2023-03-01
London,day,,2023-03-21,,1,0,spring,26442,,,,,2023-03-01
London,day,,2023-03-22,,2,0,spring,24894,,,,,2023-03-01
London,day,,2023-03-23,,3,0,spring,22757,,,,,2023-03-01
London,day,,2023-03-24,,4,0,spring,19172,,,,,2023-03-01
London,day,,2023-03-25,,5,1,spring,20784,,,,,2023-03-01
London,day,,2023-03-26,,6,1,spring,11917,,,,,2023-03-01
London,day,,2023-04-01,,5,1,spring,16595,,,,,2023-04-01
London,day,,2023-04-02,,6,1,spring,19998,,,,,2023-04-01
London,day,,2023-04-03,,0,0,spring,17089,,,,,2023-04-01
London,day,,2023-04-04,,1,0,spring,54356,,,,,2023-04-01
London,day,,2023-04-05,,2,0,spring,29186,,,,,2023-04-01
London,day,,2023-04-06,,3,0,spring,25452,,,,,2023-04-01
London,day,,2023-04-07,,4,0,spring,22448,,,,,2023-04-01
London,day,,2023-04-08,,5,1,spring,24950,,,,,2023-04-01
London,day,,2023-04-09,,6,1,spring,29255,,,,,2023-04-01
London,day,,2023-04-10,,0,0,spring,38745,,,,,2023-04-01
London,day,,2023-04-11,,1,0,spring,34079,,,,,2023-04-01
London,day,,2023-04-12,,2,0,spring,38511,,,,,2023-04-01
London,day,,2023-04-13,,3,0,spring,24619,,,,,2023-04-01
London,day,,2023-04-14,,4,0,spring,17098,,,,,2023-04-01
London,day,,2023-04-15,,5,1,spring,20620,,,,,2023-04-01
London,day,,2023-04-16,,6,1,spring,19533,,,,,2023-04-01
London,day,,2023-04-17,,0,0,spring,25639,,,,,2023-04-01
London,day,,2023-04-18,,1,0,spring,26199,,,,,2023-04-01
London,day,,2023-04-19,,2,0,spring,28213,,,,,2023-04-01
London,day,,2023-04-20,,3,0,spring,25013,,,,,2023-04-01
London,day,,2023-04-21,,4,0,spring,21047,,,,,2023-04-01
London,day,,2023-04-22,,5,1,spring,23061,,,,,2023-04-01
London,day,,2023-04-23,,6,1,spring,14485,,,,,2023-04-01
London,day,,2023-04-24,,0,0,spring,18546,,,,,2023-04-01
London,day,,2023-04-25,,1,0,spring,27546,,,,,2023-04-01
London,day,,2023-04-26,,2,0,spring,27144,,,,,2023-04-01
London,day,,2023-04-27,,3,0,spring,20555,,,,,2023-04-01
London,day,,2023-04-28,,4,0,spring,24246,,,,,2023-04-01
London,day,,2023-04-29,,5,1,spring,26860,,,,,2023-04-01
London,day,,2023-04-30,,6,1,spring,22578,,,,,2023-04-01
London,day,,2023-05-01,,0,0,spring,18454,,,,,2023-05-01
London,day,,2023-05-02,,1,0,spring,17643,,,,,2023-05-01
London,day,,2023-05-03,,2,0,spring,13496,,,,,2023-05-01
London,day,,2023-05-04,,3,0,spring,44716,,,,,2023-05-01
London,day,,2023-05-05,,4,0,spring,25205,,,,,2023-05-01
London,day,,2023-05-06,,5,1,spring,27024,,,,,2023-05-01
London,day,,2023-05-07,,6,1,spring,31332,,,,,2023-05-01
London,day,,2023-05-08,,0,0,spring,28932,,,,,2023-05-01
London,day,,2023-05-09,,1,0,spring,57870,,,,,2023-05-01
London,day,,2023-05-10,,2,0,spring,61083,,,,,2023-05-01
London,day,,2023-05-11,,3,0,spring,45259,,,,,2023-05-01
London,day,,2023-05-12,,4,0,spring,23460,,,,,2023-05-01
London,day,,2023-05-13,,5,1,spring,22255,,,,,2023-05-01
London,day,,2023-05-14,,6,1,spring,24380,,,,,2023-05-01
London,day,,2023-05-15,,0,0,spring,26352,,,,,2023-05-01
London,day,,2023-05-16,,1,0,spring,31336,,,,,2023-05-01
London,day,,2023-05-17,,2,0,spring,30931,,,,,2023-05-01
London,day,,2023-05-18,,3,0,spring,32622,,,,,2023-05-01
London,day,,2023-05-19,,4,0,spring,28248,,,,,2023-05-01
London,day,,2023-05-20,,5,1,spring,27622,,,,,2023-05-01
London,day,,2023-05-21,,6,1,spring,22705,,,,,2023-05-01
London,day,,2023-05-22,,0,0,spring,28265,,,,,2023-05-01
London,day,,2023-05-23,,1,0,spring,31552,,,,,2023-05-01
London,day,,2023-05-24,,2,0,spring,32732,,,,,2023-05-01
London,day,,2023-05-25,,3,0,spring,31272,,,,,2023-05-01
London,day,,2023-05-26,,4,0,spring,28063,,,,,2023-05-01
London,day,,2023-05-27,,5,1,spring,26203,,,,,2023-05-01
London,day,,2023-05-28,,6,1,spring,28236,,,,,2023-05-01
London,day,,2023-06-01,,3,0,summer,18110,,,,,2023-06-01
London,day,,2023-06-03,,5,1,summer,18466,,,,,2023-06-01
London,day,,2023-06-04,,6,1,summer,38756,,,,,2023-06-01
London,day,,2023-06-05,,0,0,summer,12508,,,,,2023-06-01
London,day,,2023-06-06,,1,0,summer,29562,,,,,2023-06-01
London,day,,2023-06-07,,2,0,summer,33419,,,,,2023-06-01
London,day,,2023-06-08,,3,0,summer,20489,,,,,2023-06-01
London,day,,2023-06-09,,4,0,summer,32805,,,,,2023-06-01
London,day,,2023-06-10,,5,1,summer,30346,,,,,2023-06-01
London,day,,2023-06-11,,6,1,summer,4452,,,,,2023-06-01
London,day,,2023-06-12,,0,0,summer,19307,,,,,2023-06-01
London,day,,2023-06-13,,1,0,summer,33633,,,,,2023-06-01
London,day,,2023-06-14,,2,0,summer,34133,,,,,2023-06-01
London,day,,2023-06-15,,3,0,summer,33994,,,,,2023-06-01
London,day,,2023-06-16,,4,0,summer,31214,,,,,2023-06-01
London,day,,2023-06-17,,5,1,summer,27925,,,,,2023-06-01
London,day,,2023-06-18,,6,1,summer,19793,,,,,2023-06-01
London,day,,2023-06-19,,0,0,summer,31319,,,,,2023-06-01
London,day,,2023-06-20,,1,0,summer,27795,,,,,2023-06-01
London,day,,2023-06-21,,2,0,summer,34400,,,,,2023-06-01
London,day,,2023-06-22,,3,0,summer,33414,,,,,2023-06-01
London,day,,2023-06-23,,4,0,summer,31387,,,,,2023-06-01
London,day,,2023-06-24,,5,1,summer,27836,,,,,2023-06-01
London,day,,2023-06-25,,6,1,summer,26421,,,,,2023-06-01
London,day,,2023-06-26,,0,0,summer,30515,,,,,2023-06-01
London,day,,2023-06-27,,1,0,summer,33311,,,,,2023-06-01
London,day,,2023-06-28,,2,0,summer,33594,,,,,2023-06-01
London,day,,2023-06-29,,3,0,summer,29493,,,,,2023-06-01
London,day,,2023-06-30,,4,0,summer,27775,,,,,2023-06-01
London,day,,2023-07-01,,5,1,summer,12077,,,,,2023-07-01
London,day,,2023-07-03,,0,0,summer,22659,,,,,2023-07-01
London,day,,2023-07-04,,1,0,summer,41002,,,,,2023-07-01
London,day,,2023-07-05,,2,0,summer,24114,,,,,2023-07-01
London,day,,2023-07-06,,3,0,summer,31385,,,,,2023-07-01
London,day,,2023-07-07,,4,0,summer,30918,,,,,2023-07-01
London,day,,2023-07-08,,5,1,summer,25169,,,,,2023-07-01
London,day,,2023-07-09,,6,1,summer,58060,,,,,2023-07-01
London,day,,2023-07-10,,0,0,summer,57565,,,,,2023-07-01
London,day,,2023-07-11,,1,0,summer,31333,,,,,2023-07-01
London,day,,2023-07-12,,2,0,summer,32002,,,,,2023-07-01
London,day,,2023-07-13,,3,0,summer,30799,,,,,2023-07-01
London,day,,2023-07-14,,4,0,summer,16836,,,,,2023-07-01
London,day,,2023-07-15,,5,1,summer,23188,,,,,2023-07-01
London,day,,2023-07-16,,6,1,summer,20707,,,,,2023-07-01
London,day,,2023-07-17,,0,0,summer,28595,,,,,2023-07-01
London,day,,2023-07-18,,1,0,summer,32021,,,,,2023-07-01
London,day,,2023-07-19,,2,0,summer,30464,,,,,2023-07-01
London,day,,2023-07-20,,3,0,summer,29213,,,,,2023-07-01
London,day,,2023-07-21,,4,0,summer,26623,,,,,2023-07-01
London,day,,2023-07-22,,5,1,summer,12555,,,,,2023-07-01
London,day,,2023-07-23,,6,1,summer,22195,,,,,2023-07-01
London,day,,2023-07-24,,0,0,summer,23840,,,,,2023-07-01
London,day,,2023-07-25,,1,0,summer,31258,,,,,2023-07-01
London,day,,2023-07-26,,2,0,summer,25701,,,,,2023-07-01
London,day,,2023-07-27,,3,0,summer,28257,,,,,2023-07-01
London,day,,2023-07-28,,4,0,summer,26866,,,,,2023-07-01
London,day,,2023-07-29,,5,1,summer,25030,,,,,2023-07-01
London,day,,2023-07-30,,6,1,summer,14680,,,,,2023-07-01
London,day,,2023-07-31,,0,0,summer,23273,,,,,2023-07-01
London,day,,2023-08-01,,1,0,summer,9238,,,,,2023-08-01
London,day,,2023-08-03,,3,0,summer,12916,,,,,2023-08-01
London,day,,2023-08-04,,4,0,summer,38320,,,,,2023-08-01
London,day,,2023-08-05,,5,1,summer,2,,,,,2023-08-01
London,day,,2023-08-06,,6,1,summer,31805,,,,,2023-08-01
London,day,,2023-08-07,,0,0,summer,22833,,,,,2023-08-01
London,day,,2023-08-08,,1,0,summer,22220,,,,,2023-08-01
London,day,,2023-08-09,,2,0,summer,37846,,,,,2023-08-01
London,day,,2023-08-10,,3,0,summer,30950,,,,,2023-08-01
London,day,,2023-08-11,,4,0,summer,25919,,,,,2023-08-01
London,day,,2023-08-12,,5,1,summer,21618,,,,,2023-08-01
London,day,,2023-08-13,,6,1,summer,21004,,,,,2023-08-01
London,day,,2023-08-14,,0,0,summer,23659,,,,,2023-08-01
London,day,,2023-09-03,,6,1,fall,16430,,,,,2023-09-01
London,day,,2023-09-04,,0,0,fall,37318,,,,,2023-09-01
London,day,,2023-09-06,,2,0,fall,28682,,,,,2023-09-01
London,day,,2023-09-08,,4,0,fall,22900,,,,,2023-09-01
London,day,,2023-09-09,,5,1,fall,27049,,,,,2023-09-01
London,day,,2023-09-10,,6,1,fall,23874,,,,,2023-09-01
London,day,,2023-09-11,,0,0,fall,29830,,,,,2023-09-01
London,day,,2023-09-12,,1,0,fall,30120,,,,,2023-09-01
London,day,,2023-09-13,,2,0,fall,32498,,,,,2023-09-01
London,day,,2023-09-14,,3,0,fall,33728,,,,,2023-09-01
London,day,,2023-09-15,,4,0,fall,31064,,,,,2023-09-01
London,day,,2023-09-16,,5,1,fall,30357,,,,,2023-09-01
London,day,,2023-09-17,,6,1,fall,18550,,,,,2023-09-01
London,day,,2023-09-18,,0,0,fall,27640,,,,,2023-09-01
London,day,,2023-09-19,,1,0,fall,29351,,,,,2023-09-01
London,day,,2023-09-20,,2,0,fall,20255,,,,,2023-09-01
London,day,,2023-09-21,,3,0,fall,25476,,,,,2023-09-01
London,day,,2023-09-22,,4,0,fall,27114,,,,,2023-09-01
London,day,,2023-09-23,,5,1,fall,25774,,,,,2023-09-01
London,day,,2023-09-24,,6,1,fall,21672,,,,,2023-09-01
London,day,,2023-09-25,,0,0,fall,30015,,,,,2023-09-01
London,day,,2023-09-26,,1,0,fall,32817,,,,,2023-09-01
London,day,,2023-09-27,,2,0,fall,32974,,,,,2023-09-01
London,day,,2023-09-28,,3,0,fall,31866,,,,,2023-09-01
London,day,,2023-09-29,,4,0,fall,29345,,,,,2023-09-01
London,day,,2023-09-30,,5,1,fall,26985,,,,,2023-09-01
London,day,,2023-10-01,,6,1,fall,3,,,,,2023-10-01
London,day,,2023-10-03,,1,0,fall,16869,,,,,2023-10-01
London,day,,2023-10-06,,4,0,fall,28942,,,,,2023-10-01
London,day,,2023-10-07,,5,1,fall,1141,,,,,2023-10-01
London,day,,2023-10-08,,6,1,fall,26897,,,,,2023-10-01
London,day,,2023-10-09,,0,0,fall,32098,,,,,2023-10-01
London,day,,2023-10-10,,1,0,fall,34751,,,,,2023-10-01
London,day,,2023-10-11,,2,0,fall,30869,,,,,2023-10-01
London,day,,2023-10-12,,3,0,fall,26037,,,,,2023-10-01
London,day,,2023-10-13,,4,0,fall,23246,,,,,2023-10-01
London,day,,2023-10-14,,5,1,fall,24959,,,,,2023-10-01
London,day,,2023-10-15,,6,1,fall,20629,,,,,2023-10-01
London,day,,2023-10-16,,0,0,fall,26387,,,,,2023-10-01
London,day,,2023-10-17,,1,0,fall,30079,,,,,2023-10-01
London,day,,2023-10-18,,2,0,fall,20763,,,,,2023-10-01
London,day,,2023-10-19,,3,0,fall,24240,,,,,2023-10-01
London,day,,2023-10-20,,4,0,fall,23254,,,,,2023-10-01
London,day,,2023-10-21,,5,1,fall,13607,,,,,2023-10-01
London,day,,2023-10-22,,6,1,fall,20607,,,,,2023-10-01
London,day,,2023-10-23,,0,0,fall,22990,,,,,2023-10-01
London,day,,2023-10-24,,1,0,fall,24024,,,,,2023-10-01
London,day,,2023-10-25,,2,0,fall,25742,,,,,2023-10-01
London,day,,2023-10-26,,3,0,fall,24919,,,,,2023-10-01
London,day,,2023-10-27,,4,0,fall,23170,,,,,2023-10-01
London,day,,2023-10-28,,5,1,fall,18917,,,,,2023-10-01
London,day,,2023-10-29,,6,1,fall,12283,,,,,2023-10-01
London,day,,2023-10-30,,0,0,fall,25217,,,,,2023-10-01
London,day,,2023-10-31,,1,0,fall,26977,,,,,2023-10-01
London,day,,2023-11-01,,2,0,fall,1,,,,,2023-11-01
London,day,,2023-11-03,,4,0,fall,16072,,,,,2023-11-01
London,day,,2023-11-06,,0,0,fall,44982,,,,,2023-11-01
London,day,,2023-11-07,,1,0,fall,28644,,,,,2023-11-01
London,day,,2023-11-08,,2,0,fall,20807,,,,,2023-11-01
London,day,,2023-11-09,,3,0,fall,24668,,,,,2023-11-01
London,day,,2023-11-10,,4,0,fall,21370,,,,,2023-11-01
London,day,,2023-11-11,,5,1,fall,23584,,,,,2023-11-01
London,day,,2023-11-12,,6,1,fall,13138,,,,,2023-11-01
London,day,,2023-11-13,,0,0,fall,22708,,,,,2023-11-01
London,day,,2023-11-14,,1,0,fall,23982,,,,,2023-11-01
London,day,,2023-11-15,,2,0,fall,27748,,,,,2023-11-01
London,day,,2023-11-16,,3,0,fall,23874,,,,,2023-11-01
London,day,,2023-11-17,,4,0,fall,23921,,,,,2023-11-01
London,day,,2023-11-18,,5,1,fall,15733,,,,,2023-11-01
London,day,,2023-11-19,,6,1,fall,15925,,,,,2023-11-01
London,day,,2023-11-20,,0,0,fall,24893,,,,,2023-11-01
London,day,,2023-11-21,,1,0,fall,26809,,,,,2023-11-01
London,day,,2023-11-22,,2,0,fall,26987,,,,,2023-11-01
London,day,,2023-11-23,,3,0,fall,28428,,,,,2023-11-01
London,day,,2023-11-24,,4,0,fall,22938,,,,,2023-11-01
London,day,,2023-11-25,,5,1,fall,18174,,,,,2023-11-01
London,day,,2023-11-26,,6,1,fall,12352,,,,,2023-11-01
London,day,,2023-11-27,,0,0,fall,18876,,,,,2023-11-01
London,day,,2023-11-28,,1,0,fall,25772,,,,,2023-11-01
London,day,,2023-11-29,,2,0,fall,25362,,,,,2023-11-01
London,day,,2023-11-30,,3,0,fall,23655,,,,,2023-11-01
London,day,,2023-12-03,,6,1,winter,15130,,,,,2023-12-01
London,day,,2023-12-05,,1,0,winter,19109,,,,,2023-12-01
London,day,,2023-12-06,,2,0,winter,31446,,,,,2023-12-01
London,day,,2023-12-07,,3,0,winter,20875,,,,,2023-12-01
London,day,,2023-12-08,,4,0,winter,22651,,,,,2023-12-01
London,day,,2023-12-09,,5,1,winter,14808,,,,,2023-12-01
London,day,,2023-12-10,,6,1,winter,11458,,,,,2023-12-01
London,day,,2023-12-11,,0,0,winter,23316,,,,,2023-12-01
London,day,,2023-12-12,,1,0,winter,21508,,,,,2023-12-01
London,day,,2023-12-13,,2,0,winter,21655,,,,,2023-12-01
London,day,,2023-12-14,,3,0,winter,21133,,,,,2023-12-01
London,day,,2023-12-15,,4,0,winter,20777,,,,,2023-12-01
London,day,,2023-12-16,,5,1,winter,16030,,,,,2023-12-01
London,day,,2023-12-17,,6,1,winter,13532,,,,,2023-12-01
London,day,,2023-12-18,,0,0,winter,19020,,,,,2023-12-01
London,day,,2023-12-19,,1,0,winter,12512,,,,,2023-12-01
London,day,,2023-12-20,,2,0,winter,18723,,,,,2023-12-01
London,day,,2023-12-21,,3,0,winter,16068,,,,,2023-12-01
London,day,,2023-12-22,,4,0,winter,12935,,,,,2023-12-01
London,day,,2023-12-23,,5,1,winter,9630,,,,,2023-12-01
London,day,,2023-12-24,,6,1,winter,6920,,,,,2023-12-01
London,day,,2023-12-25,,0,0,winter,13302,,,,,2023-12-01
London,day,,2023-12-26,,1,0,winter,7198,,,,,2023-12-01
London,day,,2023-12-27,,2,0,winter,6704,,,,,2023-12-01
London,day,,2023-12-28,,3,0,winter,7947,,,,,2023-12-01
London,day,,2023-12-29,,4,0,winter,10987,,,,,2023-12-01
London,day,,2023-12-30,,5,1,winter,8781,,,,,2023-12-01
London,day,,2023-12-31,,6,1,winter,8363,,,,,2023-12-01
