도시,날짜,시간,요일,주말여부,계절,연도,월,자전거수요,temperature,precipitation,wind_speed
london,2023-01-01,0,6,1,winter,2023,1,808,,,
london,2023-01-01,1,6,1,winter,2023,1,990,,,
london,2023-01-01,2,6,1,winter,2023,1,655,,,
london,2023-01-01,3,6,1,winter,2023,1,426,,,
london,2023-01-01,4,6,1,winter,2023,1,248,,,
london,2023-01-01,5,6,1,winter,2023,1,121,,,
london,2023-01-01,6,6,1,winter,2023,1,89,,,
london,2023-01-01,7,6,1,winter,2023,1,114,,,
london,2023-01-01,8,6,1,winter,2023,1,125,,,
london,2023-01-01,9,6,1,winter,2023,1,241,,,
london,2023-01-01,10,6,1,winter,2023,1,311,,,
london,2023-01-01,11,6,1,winter,2023,1,517,,,
london,2023-01-01,12,6,1,winter,2023,1,666,,,
london,2023-01-01,13,6,1,winter,2023,1,702,,,
london,2023-01-01,14,6,1,winter,2023,1,833,,,
london,2023-01-01,15,6,1,winter,2023,1,845,,,
london,2023-01-01,16,6,1,winter,2023,1,662,,,
london,2023-01-01,17,6,1,winter,2023,1,412,,,
london,2023-01-01,18,6,1,winter,2023,1,322,,,
london,2023-01-01,19,6,1,winter,2023,1,207,,,
london,2023-01-01,20,6,1,winter,2023,1,165,,,
london,2023-01-01,21,6,1,winter,2023,1,152,,,
london,2023-01-01,22,6,1,winter,2023,1,142,,,
london,2023-01-01,23,6,1,winter,2023,1,95,,,
london,2023-01-02,0,0,0,winter,2023,1,88,15.0,50.0,3.5
london,2023-01-02,1,0,0,winter,2023,1,62,15.0,50.0,3.5
london,2023-01-02,2,0,0,winter,2023,1,44,15.0,50.0,3.5
london,2023-01-02,3,0,0,winter,2023,1,35,15.0,50.0,3.5
london,2023-01-02,4,0,0,winter,2023,1,30,15.0,50.0,3.5
london,2023-01-02,5,0,0,winter,2023,1,42,15.0,50.0,3.5
london,2023-01-02,6,0,0,winter,2023,1,88,15.0,50.0,3.5
london,2023-01-02,7,0,0,winter,2023,1,122,15.0,50.0,3.5
london,2023-01-02,8,0,0,winter,2023,1,249,15.0,50.0,3.5
london,2023-01-02,9,0,0,winter,2023,1,409,15.0,50.0,3.5
london,2023-01-02,10,0,0,winter,2023,1,677,15.0,50.0,3.5
london,2023-01-02,11,0,0,winter,2023,1,893,15.0,50.0,3.5
london,2023-01-02,12,0,0,winter,2023,1,1122,15.0,50.0,3.5
london,2023-01-02,13,0,0,winter,2023,1,1254,15.0,50.0,3.5
london,2023-01-02,14,0,0,winter,2023,1,1257,15.0,50.0,3.5
london,2023-01-02,15,0,0,winter,2023,1,1170,15.0,50.0,3.5
london,2023-01-02,16,0,0,winter,2023,1,978,15.0,50.0,3.5
london,2023-01-02,17,0,0,winter,2023,1,807,15.0,50.0,3.5
london,2023-01-02,18,0,0,winter,2023,1,658,15.0,50.0,3.5
london,2023-01-02,19,0,0,winter,2023,1,469,15.0,50.0,3.5
london,2023-01-02,20,0,0,winter,2023,1,353,15.0,50.0,3.5
london,2023-01-02,21,0,0,winter,2023,1,314,15.0,50.0,3.5
london,2023-01-02,22,0,0,winter,2023,1,256,15.0,50.0,3.5
london,2023-01-02,23,0,0,winter,2023,1,136,15.0,50.0,3.5
london,2023-01-03,0,1,0,winter,2023,1,100,15.0,50.0,3.5
london,2023-01-03,1,1,0,winter,2023,1,62,15.0,50.0,3.5
london,2023-01-03,2,1,0,winter,2023,1,33,15.0,50.0,3.5
london,2023-01-03,3,1,0,winter,2023,1,16,15.0,50.0,3.5
london,2023-01-03,4,1,0,winter,2023,1,37,15.0,50.0,3.5
london,2023-01-03,5,1,0,winter,2023,1,116,15.0,50.0,3.5
london,2023-01-03,6,1,0,winter,2023,1,414,15.0,50.0,3.5
london,2023-01-03,7,1,0,winter,2023,1,884,15.0,50.0,3.5
london,2023-01-03,8,1,0,winter,2023,1,1667,15.0,50.0,3.5
london,2023-01-03,9,1,0,winter,2023,1,864,15.0,50.0,3.5
london,2023-01-03,10,1,0,winter,2023,1,313,15.0,50.0,3.5
london,2023-01-03,11,1,0,winter,2023,1,262,15.0,50.0,3.5
london,2023-01-03,12,1,0,winter,2023,1,419,15.0,50.0,3.5
london,2023-01-03,13,1,0,winter,2023,1,489,15.0,50.0,3.5
london,2023-01-03,14,1,0,winter,2023,1,476,15.0,50.0,3.5
london,2023-01-03,15,1,0,winter,2023,1,656,15.0,50.0,3.5
london,2023-01-03,16,1,0,winter,2023,1,839,15.0,50.0,3.5
london,2023-01-03,17,1,0,winter,2023,1,1311,15.0,50.0,3.5
london,2023-01-03,18,1,0,winter,2023,1,1362,15.0,50.0,3.5
london,2023-01-03,19,1,0,winter,2023,1,809,15.0,50.0,3.5
london,2023-01-03,20,1,0,winter,2023,1,444,15.0,50.0,3.5
london,2023-01-03,21,1,0,winter,2023,1,346,15.0,50.0,3.5
london,2023-01-03,22,1,0,winter,2023,1,269,15.0,50.0,3.5
london,2023-01-03,23,1,0,winter,2023,1,171,15.0,50.0,3.5
london,2023-01-04,0,2,0,winter,2023,1,61,15.0,50.0,3.5
london,2023-01-04,1,2,0,winter,2023,1,52,15.0,50.0,3.5
london,2023-01-04,2,2,0,winter,2023,1,22,15.0,50.0,3.5
london,2023-01-04,3,2,0,winter,2023,1,14,15.0,50.0,3.5
london,2023-01-04,4,2,0,winter,2023,1,24,15.0,50.0,3.5
london,2023-01-04,5,2,0,winter,2023,1,102,15.0,50.0,3.5
london,2023-01-04,6,2,0,winter,2023,1,435,15.0,50.0,3.5
london,2023-01-04,7,2,0,winter,2023,1,919,15.0,50.0,3.5
london,2023-01-04,8,2,0,winter,2023,1,1963,15.0,50.0,3.5
london,2023-01-04,9,2,0,winter,2023,1,1130,15.0,50.0,3.5
london,2023-01-04,10,2,0,winter,2023,1,538,15.0,50.0,3.5
london,2023-01-04,11,2,0,winter,2023,1,605,15.0,50.0,3.5
london,2023-01-04,12,2,0,winter,2023,1,795,15.0,50.0,3.5
london,2023-01-04,13,2,0,winter,2023,1,755,15.0,50.0,3.5
london,2023-01-04,14,2,0,winter,2023,1,726,15.0,50.0,3.5
london,2023-01-04,15,2,0,winter,2023,1,906,15.0,50.0,3.5
london,2023-01-04,16,2,0,winter,2023,1,1051,15.0,50.0,3.5
london,2023-01-04,17,2,0,winter,2023,1,1756,15.0,50.0,3.5
london,2023-01-04,18,2,0,winter,2023,1,1822,15.0,50.0,3.5
london,2023-01-04,19,2,0,winter,2023,1,1105,15.0,50.0,3.5
london,2023-01-04,20,2,0,winter,2023,1,617,15.0,50.0,3.5
london,2023-01-04,21,2,0,winter,2023,1,480,15.0,50.0,3.5
london,2023-01-04,22,2,0,winter,2023,1,368,15.0,50.0,3.5
london,2023-01-04,23,2,0,winter,2023,1,194,15.0,50.0,3.5
london,2023-01-05,0,3,0,winter,2023,1,100,15.0,50.0,3.5
london,2023-01-05,1,3,0,winter,2023,1,68,15.0,50.0,3.5
london,2023-01-05,2,3,0,winter,2023,1,22,15.0,50.0,3.5
london,2023-01-05,3,3,0,winter,2023,1,24,15.0,50.0,3.5
london,2023-01-05,4,3,0,winter,2023,1,32,15.0,50.0,3.5
london,2023-01-05,5,3,0,winter,2023,1,125,15.0,50.0,3.5
london,2023-01-05,6,3,0,winter,2023,1,436,15.0,50.0,3.5
london,2023-01-05,7,3,0,winter,2023,1,1124,15.0,50.0,3.5
london,2023-01-05,8,3,0,winter,2023,1,2142,15.0,50.0,3.5
london,2023-01-05,9,3,0,winter,2023,1,1234,15.0,50.0,3.5
london,2023-01-05,10,3,0,winter,2023,1,752,15.0,50.0,3.5
london,2023-01-05,11,3,0,winter,2023,1,753,15.0,50.0,3.5
london,2023-01-05,12,3,0,winter,2023,1,892,15.0,50.0,3.5
london,2023-01-05,13,3,0,winter,2023,1,836,15.0,50.0,3.5
london,2023-01-05,14,3,0,winter,2023,1,811,15.0,50.0,3.5
london,2023-01-05,15,3,0,winter,2023,1,964,15.0,50.0,3.5
london,2023-01-05,16,3,0,winter,2023,1,1123,15.0,50.0,3.5
london,2023-01-05,17,3,0,winter,2023,1,1809,15.0,50.0,3.5
london,2023-01-05,18,3,0,winter,2023,1,1928,15.0,50.0,3.5
london,2023-01-05,19,3,0,winter,2023,1,1259,15.0,50.0,3.5
london,2023-01-05,20,3,0,winter,2023,1,729,15.0,50.0,3.5
london,2023-01-05,21,3,0,winter,2023,1,467,15.0,50.0,3.5
london,2023-01-05,22,3,0,winter,2023,1,434,15.0,50.0,3.5
london,2023-01-05,23,3,0,winter,2023,1,234,15.0,50.0,3.5
london,2023-01-06,0,4,0,winter,2023,1,120,15.0,50.0,3.5
london,2023-01-06,1,4,0,winter,2023,1,40,15.0,50.0,3.5
london,2023-01-06,2,4,0,winter,2023,1,34,15.0,50.0,3.5
london,2023-01-06,3,4,0,winter,2023,1,25,15.0,50.0,3.5
london,2023-01-06,4,4,0,winter,2023,1,24,15.0,50.0,3.5
london,2023-01-06,5,4,0,winter,2023,1,90,15.0,50.0,3.5
london,2023-01-06,6,4,0,winter,2023,1,362,15.0,50.0,3.5
london,2023-01-06,7,4,0,winter,2023,1,915,15.0,50.0,3.5
london,2023-01-06,8,4,0,winter,2023,1,1702,15.0,50.0,3.5
london,2023-01-06,9,4,0,winter,2023,1,1107,15.0,50.0,3.5
london,2023-01-06,10,4,0,winter,2023,1,787,15.0,50.0,3.5
london,2023-01-06,11,4,0,winter,2023,1,846,15.0,50.0,3.5
london,2023-01-06,12,4,0,winter,2023,1,1076,15.0,50.0,3.5
london,2023-01-06,13,4,0,winter,2023,1,1037,15.0,50.0,3.5
london,2023-01-06,14,4,0,winter,2023,1,912,15.0,50.0,3.5
london,2023-01-06,15,4,0,winter,2023,1,1035,15.0,50.0,3.5
london,2023-01-06,16,4,0,winter,2023,1,1298,15.0,50.0,3.5
london,2023-01-06,17,4,0,winter,2023,1,1665,15.0,50.0,3.5
london,2023-01-06,18,4,0,winter,2023,1,1612,15.0,50.0,3.5
london,2023-01-06,19,4,0,winter,2023,1,1143,15.0,50.0,3.5
london,2023-01-06,20,4,0,winter,2023,1,680,15.0,50.0,3.5
london,2023-01-06,21,4,0,winter,2023,1,542,15.0,50.0,3.5
london,2023-01-06,22,4,0,winter,2023,1,490,15.0,50.0,3.5
london,2023-01-06,23,4,0,winter,2023,1,393,15.0,50.0,3.5
london,2023-01-07,0,5,1,winter,2023,1,274,15.0,50.0,3.5
london,2023-01-07,1,5,1,winter,2023,1,186,15.0,50.0,3.5
london,2023-01-07,2,5,1,winter,2023,1,122,15.0,50.0,3.5
london,2023-01-07,3,5,1,winter,2023,1,86,15.0,50.0,3.5
london,2023-01-07,4,5,1,winter,2023,1,60,15.0,50.0,3.5
london,2023-01-07,5,5,1,winter,2023,1,47,15.0,50.0,3.5
london,2023-01-07,6,5,1,winter,2023,1,83,15.0,50.0,3.5
london,2023-01-07,7,5,1,winter,2023,1,222,15.0,50.0,3.5
london,2023-01-07,8,5,1,winter,2023,1,445,15.0,50.0,3.5
london,2023-01-07,9,5,1,winter,2023,1,591,15.0,50.0,3.5
london,2023-01-07,10,5,1,winter,2023,1,769,15.0,50.0,3.5
london,2023-01-07,11,5,1,winter,2023,1,1012,15.0,50.0,3.5
london,2023-01-07,12,5,1,winter,2023,1,1091,15.0,50.0,3.5
london,2023-01-07,13,5,1,winter,2023,1,1076,15.0,50.0,3.5
london,2023-01-07,14,5,1,winter,2023,1,951,15.0,50.0,3.5
london,2023-01-07,15,5,1,winter,2023,1,964,15.0,50.0,3.5
london,2023-01-07,16,5,1,winter,2023,1,730,15.0,50.0,3.5
london,2023-01-07,17,5,1,winter,2023,1,674,15.0,50.0,3.5
london,2023-01-07,18,5,1,winter,2023,1,577,15.0,50.0,3.5
london,2023-01-07,19,5,1,winter,2023,1,577,15.0,50.0,3.5
london,2023-01-07,20,5,1,winter,2023,1,429,15.0,50.0,3.5
london,2023-01-07,21,5,1,winter,2023,1,369,15.0,50.0,3.5
london,2023-01-07,22,5,1,winter,2023,1,315,15.0,50.0,3.5
london,2023-01-07,23,5,1,winter,2023,1,295,15.0,50.0,3.5
london,2023-01-08,0,6,1,winter,2023,1,273,15.0,50.0,3.5
london,2023-01-08,1,6,1,winter,2023,1,181,15.0,50.0,3.5
london,2023-01-08,2,6,1,winter,2023,1,114,15.0,50.0,3.5
london,2023-01-08,3,6,1,winter,2023,1,68,15.0,50.0,3.5
london,2023-01-08,4,6,1,winter,2023,1,41,15.0,50.0,3.5
london,2023-01-08,5,6,1,winter,2023,1,34,15.0,50.0,3.5
london,2023-01-08,6,6,1,winter,2023,1,63,15.0,50.0,3.5
london,2023-01-08,7,6,1,winter,2023,1,128,15.0,50.0,3.5
london,2023-01-08,8,6,1,winter,2023,1,292,15.0,50.0,3.5
london,2023-01-08,9,6,1,winter,2023,1,600,15.0,50.0,3.5
london,2023-01-08,10,6,1,winter,2023,1,946,15.0,50.0,3.5
london,2023-01-08,11,6,1,winter,2023,1,945,15.0,50.0,3.5
london,2023-01-08,12,6,1,winter,2023,1,837,15.0,50.0,3.5
london,2023-01-08,13,6,1,winter,2023,1,557,15.0,50.0,3.5
london,2023-01-08,14,6,1,winter,2023,1,465,15.0,50.0,3.5
london,2023-01-08,15,6,1,winter,2023,1,397,15.0,50.0,3.5
london,2023-01-08,16,6,1,winter,2023,1,638,15.0,50.0,3.5
london,2023-01-08,17,6,1,winter,2023,1,525,15.0,50.0,3.5
london,2023-01-08,18,6,1,winter,2023,1,547,15.0,50.0,3.5
london,2023-01-08,19,6,1,winter,2023,1,431,15.0,50.0,3.5
london,2023-01-08,20,6,1,winter,2023,1,366,15.0,50.0,3.5
london,2023-01-08,21,6,1,winter,2023,1,254,15.0,50.0,3.5
london,2023-01-08,22,6,1,winter,2023,1,243,15.0,50.0,3.5
london,2023-01-08,23,6,1,winter,2023,1,168,15.0,50.0,3.5
london,2023-01-09,0,0,0,winter,2023,1,91,15.0,50.0,3.5
london,2023-01-09,1,0,0,winter,2023,1,55,15.0,50.0,3.5
london,2023-01-09,2,0,0,winter,2023,1,29,15.0,50.0,3.5
london,2023-01-09,3,0,0,winter,2023,1,18,15.0,50.0,3.5
london,2023-01-09,4,0,0,winter,2023,1,26,15.0,50.0,3.5
london,2023-01-09,5,0,0,winter,2023,1,132,15.0,50.0,3.5
london,2023-01-09,6,0,0,winter,2023,1,589,15.0,50.0,3.5
london,2023-01-09,7,0,0,winter,2023,1,1689,15.0,50.0,3.5
london,2023-01-09,8,0,0,winter,2023,1,2937,15.0,50.0,3.5
london,2023-01-09,9,0,0,winter,2023,1,1449,15.0,50.0,3.5
london,2023-01-09,10,0,0,winter,2023,1,758,15.0,50.0,3.5
london,2023-01-09,11,0,0,winter,2023,1,705,15.0,50.0,3.5
london,2023-01-09,12,0,0,winter,2023,1,840,15.0,50.0,3.5
london,2023-01-09,13,0,0,winter,2023,1,851,15.0,50.0,3.5
london,2023-01-09,14,0,0,winter,2023,1,765,15.0,50.0,3.5
london,2023-01-09,15,0,0,winter,2023,1,1044,15.0,50.0,3.5
london,2023-01-09,16,0,0,winter,2023,1,1325,15.0,50.0,3.5
london,2023-01-09,17,0,0,winter,2023,1,2436,15.0,50.0,3.5
london,2023-01-09,18,0,0,winter,2023,1,2521,15.0,50.0,3.5
london,2023-01-09,19,0,0,winter,2023,1,1438,15.0,50.0,3.5
london,2023-01-09,20,0,0,winter,2023,1,850,15.0,50.0,3.5
london,2023-01-09,21,0,0,winter,2023,1,545,15.0,50.0,3.5
london,2023-01-09,22,0,0,winter,2023,1,379,15.0,50.0,3.5
london,2023-01-09,23,0,0,winter,2023,1,192,15.0,50.0,3.5
london,2023-01-10,0,1,0,winter,2023,1,91,15.0,50.0,3.5
london,2023-01-10,1,1,0,winter,2023,1,57,15.0,50.0,3.5
london,2023-01-10,2,1,0,winter,2023,1,28,15.0,50.0,3.5
london,2023-01-10,3,1,0,winter,2023,1,26,15.0,50.0,3.5
london,2023-01-10,4,1,0,winter,2023,1,41,15.0,50.0,3.5
london,2023-01-10,5,1,0,winter,2023,1,141,15.0,50.0,3.5
london,2023-01-10,6,1,0,winter,2023,1,663,15.0,50.0,3.5
london,2023-01-10,7,1,0,winter,2023,1,1155,15.0,50.0,3.5
london,2023-01-10,8,1,0,winter,2023,1,1654,15.0,50.0,3.5
london,2023-01-10,9,1,0,winter,2023,1,798,15.0,50.0,3.5
london,2023-01-10,10,1,0,winter,2023,1,336,15.0,50.0,3.5
london,2023-01-10,11,1,0,winter,2023,1,401,15.0,50.0,3.5
london,2023-01-10,12,1,0,winter,2023,1,611,15.0,50.0,3.5
london,2023-01-10,13,1,0,winter,2023,1,730,15.0,50.0,3.5
london,2023-01-10,14,1,0,winter,2023,1,629,15.0,50.0,3.5
london,2023-01-10,15,1,0,winter,2023,1,866,15.0,50.0,3.5
london,2023-01-10,16,1,0,winter,2023,1,1200,15.0,50.0,3.5
london,2023-01-10,17,1,0,winter,2023,1,2419,15.0,50.0,3.5
london,2023-01-10,18,1,0,winter,2023,1,2396,15.0,50.0,3.5
london,2023-01-10,19,1,0,winter,2023,1,1199,15.0,50.0,3.5
london,2023-01-10,20,1,0,winter,2023,1,646,15.0,50.0,3.5
london,2023-01-10,21,1,0,winter,2023,1,421,15.0,50.0,3.5
london,2023-01-10,22,1,0,winter,2023,1,298,15.0,50.0,3.5
london,2023-01-10,23,1,0,winter,2023,1,201,15.0,50.0,3.5
london,2023-01-11,0,2,0,winter,2023,1,97,15.0,50.0,3.5
london,2023-01-11,1,2,0,winter,2023,1,34,15.0,50.0,3.5
london,2023-01-11,2,2,0,winter,2023,1,22,15.0,50.0,3.5
london,2023-01-11,3,2,0,winter,2023,1,16,15.0,50.0,3.5
london,2023-01-11,4,2,0,winter,2023,1,42,15.0,50.0,3.5
london,2023-01-11,5,2,0,winter,2023,1,138,15.0,50.0,3.5
london,2023-01-11,6,2,0,winter,2023,1,670,15.0,50.0,3.5
london,2023-01-11,7,2,0,winter,2023,1,1853,15.0,50.0,3.5
london,2023-01-11,8,2,0,winter,2023,1,3468,15.0,50.0,3.5
london,2023-01-11,9,2,0,winter,2023,1,1840,15.0,50.0,3.5
london,2023-01-11,10,2,0,winter,2023,1,968,15.0,50.0,3.5
london,2023-01-11,11,2,0,winter,2023,1,856,15.0,50.0,3.5
london,2023-01-11,12,2,0,winter,2023,1,1089,15.0,50.0,3.5
london,2023-01-11,13,2,0,winter,2023,1,1006,15.0,50.0,3.5
london,2023-01-11,14,2,0,winter,2023,1,786,15.0,50.0,3.5
london,2023-01-11,15,2,0,winter,2023,1,647,15.0,50.0,3.5
london,2023-01-11,16,2,0,winter,2023,1,826,15.0,50.0,3.5
london,2023-01-11,17,2,0,winter,2023,1,2291,15.0,50.0,3.5
london,2023-01-11,18,2,0,winter,2023,1,2458,15.0,50.0,3.5
london,2023-01-11,19,2,0,winter,2023,1,1374,15.0,50.0,3.5
london,2023-01-11,20,2,0,winter,2023,1,928,15.0,50.0,3.5
london,2023-01-11,21,2,0,winter,2023,1,594,15.0,50.0,3.5
london,2023-01-11,22,2,0,winter,2023,1,487,15.0,50.0,3.5
london,2023-01-11,23,2,0,winter,2023,1,261,15.0,50.0,3.5
london,2023-01-12,0,3,0,winter,2023,1,119,15.0,50.0,3.5
london,2023-01-12,1,3,0,winter,2023,1,50,15.0,50.0,3.5
london,2023-01-12,2,3,0,winter,2023,1,23,15.0,50.0,3.5
london,2023-01-12,3,3,0,winter,2023,1,32,15.0,50.0,3.5
london,2023-01-12,4,3,0,winter,2023,1,36,15.0,50.0,3.5
london,2023-01-12,5,3,0,winter,2023,1,112,15.0,50.0,3.5
london,2023-01-12,6,3,0,winter,2023,1,573,15.0,50.0,3.5
london,2023-01-12,7,3,0,winter,2023,1,1733,15.0,50.0,3.5
london,2023-01-12,8,3,0,winter,2023,1,3074,15.0,50.0,3.5
london,2023-01-12,9,3,0,winter,2023,1,1557,15.0,50.0,3.5
london,2023-01-12,10,3,0,winter,2023,1,794,15.0,50.0,3.5
london,2023-01-12,11,3,0,winter,2023,1,538,15.0,50.0,3.5
london,2023-01-12,12,3,0,winter,2023,1,817,15.0,50.0,3.5
london,2023-01-12,13,3,0,winter,2023,1,723,15.0,50.0,3.5
london,2023-01-12,14,3,0,winter,2023,1,523,15.0,50.0,3.5
london,2023-01-12,15,3,0,winter,2023,1,780,15.0,50.0,3.5
london,2023-01-12,16,3,0,winter,2023,1,1229,15.0,50.0,3.5
london,2023-01-12,17,3,0,winter,2023,1,2433,15.0,50.0,3.5
london,2023-01-12,18,3,0,winter,2023,1,2534,15.0,50.0,3.5
london,2023-01-12,19,3,0,winter,2023,1,1507,15.0,50.0,3.5
london,2023-01-12,20,3,0,winter,2023,1,949,15.0,50.0,3.5
london,2023-01-12,21,3,0,winter,2023,1,664,15.0,50.0,3.5
london,2023-01-12,22,3,0,winter,2023,1,597,15.0,50.0,3.5
london,2023-01-12,23,3,0,winter,2023,1,332,15.0,50.0,3.5
london,2023-01-13,0,4,0,winter,2023,1,83,15.0,50.0,3.5
london,2023-01-13,4,4,0,winter,2023,1,14,15.0,50.0,3.5
london,2023-01-13,5,4,0,winter,2023,1,124,15.0,50.0,3.5
london,2023-01-13,6,4,0,winter,2023,1,507,15.0,50.0,3.5
london,2023-01-13,7,4,0,winter,2023,1,1338,15.0,50.0,3.5
london,2023-01-13,8,4,0,winter,2023,1,2340,15.0,50.0,3.5
london,2023-01-13,9,4,0,winter,2023,1,1458,15.0,50.0,3.5
london,2023-01-13,10,4,0,winter,2023,1,907,15.0,50.0,3.5
london,2023-01-13,11,4,0,winter,2023,1,929,15.0,50.0,3.5
london,2023-01-13,12,4,0,winter,2023,1,1130,15.0,50.0,3.5
london,2023-01-13,13,4,0,winter,2023,1,1160,15.0,50.0,3.5
london,2023-01-13,14,4,0,winter,2023,1,1028,15.0,50.0,3.5
london,2023-01-13,15,4,0,winter,2023,1,1224,15.0,50.0,3.5
london,2023-01-13,16,4,0,winter,2023,1,1507,15.0,50.0,3.5
london,2023-01-13,17,4,0,winter,2023,1,2029,15.0,50.0,3.5
london,2023-01-13,18,4,0,winter,2023,1,1908,15.0,50.0,3.5
london,2023-01-13,19,4,0,winter,2023,1,1287,15.0,50.0,3.5
london,2023-01-13,20,4,0,winter,2023,1,749,15.0,50.0,3.5
london,2023-01-13,21,4,0,winter,2023,1,617,15.0,50.0,3.5
london,2023-01-13,22,4,0,winter,2023,1,579,15.0,50.0,3.5
london,2023-01-13,23,4,0,winter,2023,1,464,15.0,50.0,3.5
london,2023-01-14,0,5,1,winter,2023,1,308,15.0,50.0,3.5
london,2023-01-14,1,5,1,winter,2023,1,183,15.0,50.0,3.5
london,2023-01-14,2,5,1,winter,2023,1,79,15.0,50.0,3.5
london,2023-01-14,3,5,1,winter,2023,1,62,15.0,50.0,3.5
london,2023-01-14,4,5,1,winter,2023,1,34,15.0,50.0,3.5
london,2023-01-14,5,5,1,winter,2023,1,30,15.0,50.0,3.5
london,2023-01-14,6,5,1,winter,2023,1,66,15.0,50.0,3.5
london,2023-01-14,7,5,1,winter,2023,1,200,15.0,50.0,3.5
london,2023-01-14,8,5,1,winter,2023,1,415,15.0,50.0,3.5
london,2023-01-14,9,5,1,winter,2023,1,711,15.0,50.0,3.5
london,2023-01-14,10,5,1,winter,2023,1,864,15.0,50.0,3.5
london,2023-01-14,11,5,1,winter,2023,1,959,15.0,50.0,3.5
london,2023-01-14,12,5,1,winter,2023,1,917,15.0,50.0,3.5
london,2023-01-14,13,5,1,winter,2023,1,1177,15.0,50.0,3.5
london,2023-01-14,14,5,1,winter,2023,1,1244,15.0,50.0,3.5
london,2023-01-14,15,5,1,winter,2023,1,1108,15.0,50.0,3.5
london,2023-01-14,16,5,1,winter,2023,1,1083,15.0,50.0,3.5
london,2023-01-14,17,5,1,winter,2023,1,1029,15.0,50.0,3.5
london,2023-01-14,18,5,1,winter,2023,1,918,15.0,50.0,3.5
london,2023-01-14,19,5,1,winter,2023,1,796,15.0,50.0,3.5
london,2023-01-14,20,5,1,winter,2023,1,652,15.0,50.0,3.5
london,2023-01-14,21,5,1,winter,2023,1,416,15.0,50.0,3.5
london,2023-01-14,22,5,1,winter,2023,1,397,15.0,50.0,3.5
london,2023-01-14,23,5,1,winter,2023,1,381,15.0,50.0,3.5
london,2023-01-15,0,6,1,winter,2023,1,322,15.0,50.0,3.5
london,2023-01-15,1,6,1,winter,2023,1,223,15.0,50.0,3.5
london,2023-01-15,2,6,1,winter,2023,1,153,15.0,50.0,3.5
london,2023-01-15,3,6,1,winter,2023,1,119,15.0,50.0,3.5
london,2023-01-15,4,6,1,winter,2023,1,59,15.0,50.0,3.5
london,2023-01-15,5,6,1,winter,2023,1,50,15.0,50.0,3.5
london,2023-01-15,6,6,1,winter,2023,1,89,15.0,50.0,3.5
london,2023-01-15,7,6,1,winter,2023,1,165,15.0,50.0,3.5
london,2023-01-15,8,6,1,winter,2023,1,360,15.0,50.0,3.5
london,2023-01-15,9,6,1,winter,2023,1,692,15.0,50.0,3.5
london,2023-01-15,10,6,1,winter,2023,1,1096,15.0,50.0,3.5
london,2023-01-15,11,6,1,winter,2023,1,1290,15.0,50.0,3.5
london,2023-01-15,12,6,1,winter,2023,1,1515,15.0,50.0,3.5
london,2023-01-15,13,6,1,winter,2023,1,1316,15.0,50.0,3.5
london,2023-01-15,14,6,1,winter,2023,1,1407,15.0,50.0,3.5
london,2023-01-15,15,6,1,winter,2023,1,1369,15.0,50.0,3.5
london,2023-01-15,16,6,1,winter,2023,1,1277,15.0,50.0,3.5
london,2023-01-15,17,6,1,winter,2023,1,912,15.0,50.0,3.5
london,2023-01-15,18,6,1,winter,2023,1,848,15.0,50.0,3.5
london,2023-01-15,19,6,1,winter,2023,1,615,15.0,50.0,3.5
london,2023-01-15,20,6,1,winter,2023,1,405,15.0,50.0,3.5
london,2023-01-15,21,6,1,winter,2023,1,317,15.0,50.0,3.5
london,2023-01-15,22,6,1,winter,2023,1,295,15.0,50.0,3.5
london,2023-01-15,23,6,1,winter,2023,1,198,15.0,50.0,3.5
london,2023-01-16,0,0,0,winter,2023,1,106,15.0,50.0,3.5
london,2023-01-16,1,0,0,winter,2023,1,26,15.0,50.0,3.5
london,2023-01-16,2,0,0,winter,2023,1,7,15.0,50.0,3.5
london,2023-01-16,3,0,0,winter,2023,1,13,15.0,50.0,3.5
london,2023-01-16,4,0,0,winter,2023,1,18,15.0,50.0,3.5
london,2023-01-16,5,0,0,winter,2023,1,84,15.0,50.0,3.5
london,2023-01-16,6,0,0,winter,2023,1,369,15.0,50.0,3.5
london,2023-01-16,7,0,0,winter,2023,1,1320,15.0,50.0,3.5
london,2023-01-16,8,0,0,winter,2023,1,2691,15.0,50.0,3.5
london,2023-01-16,9,0,0,winter,2023,1,1358,15.0,50.0,3.5
london,2023-01-16,10,0,0,winter,2023,1,740,15.0,50.0,3.5
london,2023-01-16,11,0,0,winter,2023,1,655,15.0,50.0,3.5
london,2023-01-16,12,0,0,winter,2023,1,797,15.0,50.0,3.5
london,2023-01-16,13,0,0,winter,2023,1,771,15.0,50.0,3.5
london,2023-01-16,14,0,0,winter,2023,1,683,15.0,50.0,3.5
london,2023-01-16,15,0,0,winter,2023,1,830,15.0,50.0,3.5
london,2023-01-16,16,0,0,winter,2023,1,1189,15.0,50.0,3.5
london,2023-01-16,17,0,0,winter,2023,1,2243,15.0,50.0,3.5
london,2023-01-16,18,0,0,winter,2023,1,2296,15.0,50.0,3.5
london,2023-01-16,19,0,0,winter,2023,1,1423,15.0,50.0,3.5
london,2023-01-16,20,0,0,winter,2023,1,843,15.0,50.0,3.5
london,2023-01-16,21,0,0,winter,2023,1,570,15.0,50.0,3.5
london,2023-01-16,22,0,0,winter,2023,1,363,15.0,50.0,3.5
