city,time_grain,datetime,date,hour,weekday,is_weekend,season,bike_count,temp,rain,humidity,wind
NYC,month,,2024-12-01,,,,winter,207,,,,
NYC,month,,2025-01-01,,,,winter,2124541,,,,
NYC,month,,2025-02-01,,,,winter,2031394,,,,
NYC,month,,2025-03-01,,,,spring,3167962,,,,
NYC,month,,2025-04-01,,,,spring,3725037,,,,
NYC,month,,2025-05-01,,,,spring,4325897,,,,
NYC,month,,2025-06-01,,,,summer,4759239,,,,
NYC,month,,2025-07-01,,,,summer,4987563,,,,
NYC,month,,2025-08-01,,,,summer,5122174,,,,
NYC,month,,2025-09-01,,,,fall,5287155,,,,
NYC,month,,2025-10-01,,,,fall,4732358,,,,
NYC,month,,2025-11-01,,,,fall,3416092,,,,
NYC,month,,2025-12-01,,,,winter,2091483,,,,
