city,time_grain,datetime,date,hour,weekday,is_weekend,season,bike_count,temp,rain,humidity,wind
Seoul,day,,2025-03-05,,2,0,spring,89885,,,,
Seoul,day,,2025-03-06,,3,0,spring,95225,,,,
Seoul,day,,2025-03-07,,4,0,spring,98680,,,,
Seoul,day,,2025-03-08,,5,1,spring,81479,,,,
Seoul,day,,2025-03-09,,6,1,spring,80200,,,,
Seoul,day,,2025-03-10,,0,0,spring,103848,,,,
Seoul,day,,2025-03-11,,1,0,spring,111514,,,,
Seoul,day,,2025-03-12,,2,0,spring,99722,,,,
Seoul,day,,2025-03-13,,3,0,spring,110368,,,,
Seoul,day,,2025-03-14,,4,0,spring,125131,,,,
Seoul,day,,2025-03-15,,5,1,spring,109746,,,,
Seoul,day,,2025-03-16,,6,1,spring,50204,,,,
Seoul,day,,2025-03-17,,0,0,spring,90119,,,,
Seoul,day,,2025-03-18,,1,0,spring,59001,,,,
Seoul,day,,2025-03-19,,2,0,spring,93999,,,,
Seoul,day,,2025-03-20,,3,0,spring,109736,,,,
Seoul,day,,2025-03-21,,4,0,spring,120515,,,,
Seoul,day,,2025-03-22,,5,1,spring,115085,,,,
Seoul,day,,2025-03-23,,6,1,spring,115859,,,,
Seoul,day,,2025-03-24,,0,0,spring,127283,,,,
Seoul,day,,2025-03-25,,1,0,spring,115458,,,,
Seoul,day,,2025-03-26,,2,0,spring,134702,,,,
Seoul,day,,2025-03-27,,3,0,spring,101747,,,,
Seoul,day,,2025-03-28,,4,0,spring,112105,,,,
Seoul,day,,2025-03-29,,5,1,spring,63571,,,,
Seoul,day,,2025-03-30,,6,1,spring,57013,,,,
Seoul,day,,2025-03-31,,0,0,spring,115322,,,,
Seoul,day,,2025-04-01,,1,0,spring,128602,,,,
Seoul,day,,2025-04-02,,2,0,spring,113275,,,,
Seoul,day,,2025-04-03,,3,0,spring,127764,,,,
Seoul,day,,2025-04-04,,4,0,spring,130775,,,,
Seoul,day,,2025-04-05,,5,1,spring,17053,,,,
Seoul,day,,2025-04-06,,6,1,spring,104882,,,,
Seoul,day,,2025-04-07,,0,0,spring,139291,,,,
Seoul,day,,2025-04-08,,1,0,spring,147589,,,,
Seoul,day,,2025-04-09,,2,0,spring,124370,,,,
Seoul,day,,2025-04-10,,3,0,spring,149696,,,,
Seoul,day,,2025-04-11,,4,0,spring,167346,,,,
Seoul,day,,2025-04-12,,5,1,spring,53027,,,,
Seoul,day,,2025-04-13,,6,1,spring,41925,,,,
Seoul,day,,2025-04-14,,0,0,spring,41890,,,,
Seoul,day,,2025-04-15,,1,0,spring,124290,,,,
Seoul,day,,2025-04-16,,2,0,spring,148388,,,,
Seoul,day,,2025-04-17,,3,0,spring,152477,,,,
Seoul,day,,2025-04-18,,4,0,spring,154989,,,,
Seoul,day,,2025-04-19,,5,1,spring,41988,,,,
Seoul,day,,2025-04-20,,6,1,spring,136746,,,,
Seoul,day,,2025-04-21,,0,0,spring,158268,,,,
Seoul,day,,2025-04-22,,1,0,spring,45308,,,,
Seoul,day,,2025-04-23,,2,0,spring,158602,,,,
Seoul,day,,2025-04-24,,3,0,spring,150526,,,,
Seoul,day,,2025-04-25,,4,0,spring,148020,,,,
Seoul,day,,2025-04-26,,5,1,spring,133576,,,,
Seoul,day,,2025-04-27,,6,1,spring,116047,,,,
Seoul,day,,2025-04-28,,0,0,spring,151260,,,,
Seoul,day,,2025-04-29,,1,0,spring,157192,,,,
Seoul,day,,2025-04-30,,2,0,spring,165638,,,,
Seoul,day,,2025-05-01,,3,0,spring,53549,,,,
Seoul,day,,2025-05-02,,4,0,spring,144934,,,,
Seoul,day,,2025-05-03,,5,1,spring,62747,,,,
Seoul,day,,2025-05-04,,6,1,spring,111340,,,,
Seoul,day,,2025-05-05,,0,0,spring,88946,,,,
Seoul,day,,2025-05-06,,1,0,spring,121892,,,,
Seoul,day,,2025-05-07,,2,0,spring,153651,,,,
Seoul,day,,2025-05-08,,3,0,spring,160259,,,,
Seoul,day,,2025-05-09,,4,0,spring,24264,,,,
Seoul,day,,2025-05-10,,5,1,spring,27824,,,,
Seoul,day,,2025-05-11,,6,1,spring,118904,,,,
Seoul,day,,2025-05-12,,0,0,spring,157205,,,,
Seoul,day,,2025-05-13,,1,0,spring,162773,,,,
Seoul,day,,2025-05-14,,2,0,spring,165179,,,,
Seoul,day,,2025-05-15,,3,0,spring,113326,,,,
Seoul,day,,2025-05-16,,4,0,spring,40766,,,,
Seoul,day,,2025-05-17,,5,1,spring,88198,,,,
Seoul,day,,2025-05-18,,6,1,spring,134944,,,,
Seoul,day,,2025-05-19,,0,0,spring,118348,,,,
Seoul,day,,2025-05-20,,1,0,spring,144466,,,,
Seoul,day,,2025-05-21,,2,0,spring,157494,,,,
Seoul,day,,2025-05-22,,3,0,spring,149235,,,,
Seoul,day,,2025-05-23,,4,0,spring,137430,,,,
Seoul,day,,2025-05-24,,5,1,spring,113917,,,,
Seoul,day,,2025-05-25,,6,1,spring,137711,,,,
Seoul,day,,2025-05-26,,0,0,spring,160646,,,,
Seoul,day,,2025-05-27,,1,0,spring,163261,,,,
Seoul,day,,2025-05-28,,2,0,spring,162829,,,,
Seoul,day,,2025-05-29,,3,0,spring,164645,,,,
Seoul,day,,2025-05-30,,4,0,spring,173915,,,,
Seoul,day,,2025-05-31,,5,1,spring,144790,,,,
