city,time_grain,datetime,date,hour,weekday,is_weekend,season,bike_count,temp,rain,humidity,wind
NYC,hour,2023-12-31 02:00:00,2023-12-31,2,6,1,winter,1,,,,
NYC,hour,2023-12-31 06:00:00,2023-12-31,6,6,1,winter,1,,,,
NYC,hour,2023-12-31 08:00:00,2023-12-31,8,6,1,winter,2,,,,
NYC,hour,2023-12-31 09:00:00,2023-12-31,9,6,1,winter,1,,,,
NYC,hour,2023-12-31 10:00:00,2023-12-31,10,6,1,winter,1,,,,
NYC,hour,2023-12-31 11:00:00,2023-12-31,11,6,1,winter,2,,,,
NYC,hour,2023-12-31 12:00:00,2023-12-31,12,6,1,winter,3,,,,
NYC,hour,2023-12-31 13:00:00,2023-12-31,13,6,1,winter,4,,,,
NYC,hour,2023-12-31 14:00:00,2023-12-31,14,6,1,winter,5,,,,
NYC,hour,2023-12-31 15:00:00,2023-12-31,15,6,1,winter,2,,,,
NYC,hour,2023-12-31 16:00:00,2023-12-31,16,6,1,winter,5,,,,
NYC,hour,2023-12-31 17:00:00,2023-12-31,17,6,1,winter,6,,,,
NYC,hour,2023-12-31 18:00:00,2023-12-31,18,6,1,winter,2,,,,
NYC,hour,2023-12-31 19:00:00,2023-12-31,19,6,1,winter,6,,,,
NYC,hour,2023-12-31 20:00:00,2023-12-31,20,6,1,winter,2,,,,
NYC,hour,2023-12-31 21:00:00,2023-12-31,21,6,1,winter,7,,,,
NYC,hour,2023-12-31 22:00:00,2023-12-31,22,6,1,winter,22,,,,
NYC,hour,2023-12-31 23:00:00,2023-12-31,23,6,1,winter,338,,,,
NYC,hour,2024-01-01 00:00:00,2024-01-01,0,0,0,winter,1901,,,,
NYC,hour,2024-01-01 01:00:00,2024-01-01,1,0,0,winter,2333,,,,
NYC,hour,2024-01-01 02:00:00,2024-01-01,2,0,0,winter,1939,,,,
NYC,hour,2024-01-01 03:00:00,2024-01-01,3,0,0,winter,1099,,,,
NYC,hour,2024-01-01 04:00:00,2024-01-01,4,0,0,winter,656,,,,
NYC,hour,2024-01-01 05:00:00,2024-01-01,5,0,0,winter,382,,,,
NYC,hour,2024-01-01 06:00:00,2024-01-01,6,0,0,winter,404,,,,
NYC,hour,2024-01-01 07:00:00,2024-01-01,7,0,0,winter,459,,,,
NYC,hour,2024-01-01 08:00:00,2024-01-01,8,0,0,winter,643,,,,
NYC,hour,2024-01-01 09:00:00,2024-01-01,9,0,0,winter,1077,,,,
NYC,hour,2024-01-01 10:00:00,2024-01-01,10,0,0,winter,1595,,,,
NYC,hour,2024-01-01 11:00:00,2024-01-01,11,0,0,winter,2376,,,,
NYC,hour,2024-01-01 12:00:00,2024-01-01,12,0,0,winter,3160,,,,
NYC,hour,2024-01-01 13:00:00,2024-01-01,13,0,0,winter,3609,,,,
NYC,hour,2024-01-01 14:00:00,2024-01-01,14,0,0,winter,4150,,,,
NYC,hour,2024-01-01 15:00:00,2024-01-01,15,0,0,winter,4343,,,,
NYC,hour,2024-01-01 16:00:00,2024-01-01,16,0,0,winter,4082,,,,
NYC,hour,2024-01-01 17:00:00,2024-01-01,17,0,0,winter,3221,,,,
NYC,hour,2024-01-01 18:00:00,2024-01-01,18,0,0,winter,2701,,,,
NYC,hour,2024-01-01 19:00:00,2024-01-01,19,0,0,winter,2177,,,,
NYC,hour,2024-01-01 20:00:00,2024-01-01,20,0,0,winter,1723,,,,
NYC,hour,2024-01-01 21:00:00,2024-01-01,21,0,0,winter,1462,,,,
NYC,hour,2024-01-01 22:00:00,2024-01-01,22,0,0,winter,1005,,,,
NYC,hour,2024-01-01 23:00:00,2024-01-01,23,0,0,winter,781,,,,
NYC,hour,2024-01-02 00:00:00,2024-01-02,0,1,0,winter,452,,,,
NYC,hour,2024-01-02 01:00:00,2024-01-02,1,1,0,winter,274,,,,
NYC,hour,2024-01-02 02:00:00,2024-01-02,2,1,0,winter,185,,,,
NYC,hour,2024-01-02 03:00:00,2024-01-02,3,1,0,winter,119,,,,
